#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
218,06/03/2022 03:28:58,14.37,,,
219,06/03/2022 03:33:58,14.33,,,
220,06/03/2022 03:38:58,14.58,,,
221,06/03/2022 03:43:58,14.84,,,
222,06/03/2022 03:48:58,14.58,,,
223,06/03/2022 03:53:58,14.58,,,
224,06/03/2022 03:58:58,14.71,,,
225,06/03/2022 04:03:58,14.75,,,
226,06/03/2022 04:08:58,14.88,,,
227,06/03/2022 04:13:58,14.97,,,
228,06/03/2022 04:18:58,15.14,,,
229,06/03/2022 04:23:58,15.14,,,
230,06/03/2022 04:28:58,15.01,,,
231,06/03/2022 04:33:58,14.93,,,
232,06/03/2022 04:38:58,14.84,,,
233,06/03/2022 04:43:58,14.71,,,
234,06/03/2022 04:48:58,14.63,,,
235,06/03/2022 04:53:58,14.63,,,
236,06/03/2022 04:58:58,14.41,,,
237,06/03/2022 05:03:58,14.41,,,
238,06/03/2022 05:08:58,14.41,,,
239,06/03/2022 05:13:58,14.33,,,
240,06/03/2022 05:18:58,14.33,,,
241,06/03/2022 05:23:58,14.33,,,
242,06/03/2022 05:28:58,14.28,,,
243,06/03/2022 05:33:58,14.24,,,
244,06/03/2022 05:38:58,14.28,,,
245,06/03/2022 05:43:58,14.37,,,
246,06/03/2022 05:48:58,14.45,,,
247,06/03/2022 05:53:58,14.37,,,
248,06/03/2022 05:58:58,14.33,,,
249,06/03/2022 06:03:58,14.33,,,
250,06/03/2022 06:08:58,14.54,,,
251,06/03/2022 06:13:58,14.63,,,
252,06/03/2022 06:18:58,14.75,,,
253,06/03/2022 06:23:58,14.88,,,
254,06/03/2022 06:28:58,15.27,,,
255,06/03/2022 06:33:58,16.00,,,
256,06/03/2022 06:38:58,16.56,,,
257,06/03/2022 06:43:58,17.07,,,
258,06/03/2022 06:48:58,17.46,,,
259,06/03/2022 06:53:58,17.67,,,
260,06/03/2022 06:58:58,17.80,,,
261,06/03/2022 07:03:58,18.23,,,
262,06/03/2022 07:08:58,18.70,,,
263,06/03/2022 07:13:58,18.92,,,
264,06/03/2022 07:18:58,19.26,,,
265,06/03/2022 07:23:58,19.82,,,
266,06/03/2022 07:28:58,20.33,,,
267,06/03/2022 07:33:58,20.85,,,
268,06/03/2022 07:38:58,21.28,,,
269,06/03/2022 07:43:58,21.66,,,
270,06/03/2022 07:48:58,22.01,,,
271,06/03/2022 07:53:58,22.48,,,
272,06/03/2022 07:58:58,22.69,,,
273,06/03/2022 08:03:58,22.95,,,
274,06/03/2022 08:08:58,23.16,,,
275,06/03/2022 08:13:58,23.55,,,
276,06/03/2022 08:18:58,23.76,,,
277,06/03/2022 08:23:58,23.89,,,
278,06/03/2022 08:28:58,24.06,,,
279,06/03/2022 08:33:58,24.28,,,
280,06/03/2022 08:38:58,24.45,,,
281,06/03/2022 08:43:58,25.01,,,
282,06/03/2022 08:48:58,24.97,,,
283,06/03/2022 08:53:58,25.05,,,
284,06/03/2022 08:58:58,25.09,,,
285,06/03/2022 09:03:58,25.35,,,
286,06/03/2022 09:08:58,25.91,,,
287,06/03/2022 09:13:58,25.99,,,
288,06/03/2022 09:18:58,26.38,,,
289,06/03/2022 09:23:58,26.55,,,
290,06/03/2022 09:28:58,26.98,,,
291,06/03/2022 09:33:58,27.24,,,
292,06/03/2022 09:38:58,27.80,,,
293,06/03/2022 09:43:58,28.01,,,
294,06/03/2022 09:48:58,28.14,,,
295,06/03/2022 09:53:58,28.44,,,
296,06/03/2022 09:58:58,28.70,,,
297,06/03/2022 10:03:58,28.70,,,
298,06/03/2022 10:08:58,28.83,,,
299,06/03/2022 10:13:58,29.43,,,
300,06/03/2022 10:18:58,29.38,,,
301,06/03/2022 10:23:58,29.60,,,
302,06/03/2022 10:28:58,30.16,,,
303,06/03/2022 10:33:58,30.24,,,
304,06/03/2022 10:38:58,30.41,,,
305,06/03/2022 10:43:58,30.07,,,
306,06/03/2022 10:48:58,30.28,,,
307,06/03/2022 10:53:58,30.03,,,
308,06/03/2022 10:58:58,30.20,,,
309,06/03/2022 11:03:58,29.90,,,
310,06/03/2022 11:08:58,30.50,,,
311,06/03/2022 11:13:58,30.71,,,
312,06/03/2022 11:18:58,30.46,,,
313,06/03/2022 11:23:58,30.33,,,
314,06/03/2022 11:28:58,29.81,,,
315,06/03/2022 11:33:58,30.07,,,
316,06/03/2022 11:38:58,30.97,,,
317,06/03/2022 11:43:58,31.19,,,
318,06/03/2022 11:48:58,31.01,,,
319,06/03/2022 11:53:58,31.19,,,
320,06/03/2022 11:58:58,31.70,,,
321,06/03/2022 12:03:58,31.92,,,
322,06/03/2022 12:08:58,32.30,,,
323,06/03/2022 12:13:58,32.64,,,
324,06/03/2022 12:18:58,32.30,,,
325,06/03/2022 12:23:58,32.56,,,
326,06/03/2022 12:28:58,32.00,,,
327,06/03/2022 12:33:58,31.36,,,
328,06/03/2022 12:38:58,31.10,,,
329,06/03/2022 12:43:58,31.61,,,
330,06/03/2022 12:48:58,31.49,,,
331,06/03/2022 12:53:58,31.36,,,
332,06/03/2022 12:58:58,31.40,,,
333,06/03/2022 13:03:58,31.61,,,
334,06/03/2022 13:08:58,31.23,,,
335,06/03/2022 13:13:58,31.14,,,
336,06/03/2022 13:18:58,31.01,,,
337,06/03/2022 13:23:58,29.90,,,
338,06/03/2022 13:28:58,29.08,,,
339,06/03/2022 13:33:58,28.57,,,
340,06/03/2022 13:38:58,28.65,,,
341,06/03/2022 13:43:58,28.91,,,
342,06/03/2022 13:48:58,28.87,,,
343,06/03/2022 13:53:58,28.65,,,
344,06/03/2022 13:58:58,28.48,,,
345,06/03/2022 14:03:58,28.61,,,
346,06/03/2022 14:08:58,28.48,,,
347,06/03/2022 14:13:58,28.53,,,
348,06/03/2022 14:18:58,28.70,,,
349,06/03/2022 14:23:58,28.53,,,
350,06/03/2022 14:28:58,28.57,,,
351,06/03/2022 14:33:58,28.65,,,
352,06/03/2022 14:38:58,28.70,,,
353,06/03/2022 14:43:58,28.57,,,
354,06/03/2022 14:48:58,28.48,,,
355,06/03/2022 14:53:58,28.78,,,
356,06/03/2022 14:58:58,29.17,,,
357,06/03/2022 15:03:58,29.21,,,
358,06/03/2022 15:08:58,29.43,,,
359,06/03/2022 15:13:58,29.51,,,
360,06/03/2022 15:18:58,29.77,,,
361,06/03/2022 15:23:58,29.86,,,
362,06/03/2022 15:28:58,29.68,,,
363,06/03/2022 15:33:58,29.38,,,
364,06/03/2022 15:38:58,29.64,,,
365,06/03/2022 15:43:58,29.47,,,
366,06/03/2022 15:48:58,29.13,,,
367,06/03/2022 15:53:58,29.38,,,
368,06/03/2022 15:58:58,29.73,,,
369,06/03/2022 16:03:58,29.73,,,
370,06/03/2022 16:08:58,29.34,,,
371,06/03/2022 16:13:58,29.51,,,
372,06/03/2022 16:18:58,29.43,,,
373,06/03/2022 16:23:58,29.21,,,
374,06/03/2022 16:28:58,29.13,,,
375,06/03/2022 16:33:58,29.13,,,
376,06/03/2022 16:38:58,29.34,,,
377,06/03/2022 16:43:58,29.60,,,
378,06/03/2022 16:48:58,29.30,,,
379,06/03/2022 16:53:58,29.21,,,
380,06/03/2022 16:58:58,28.57,,,
381,06/03/2022 17:03:58,27.97,,,
382,06/03/2022 17:08:58,27.67,,,
383,06/03/2022 17:13:58,27.50,,,
384,06/03/2022 17:18:58,27.45,,,
385,06/03/2022 17:23:58,27.37,,,
386,06/03/2022 17:28:58,27.24,,,
387,06/03/2022 17:33:58,27.02,,,
388,06/03/2022 17:38:58,26.85,,,
389,06/03/2022 17:43:58,26.77,,,
390,06/03/2022 17:48:58,26.34,,,
391,06/03/2022 17:53:58,25.69,,,
392,06/03/2022 17:58:58,25.22,,,
393,06/03/2022 18:03:58,24.97,,,
394,06/03/2022 18:08:58,24.88,,,
395,06/03/2022 18:13:58,24.84,,,
396,06/03/2022 18:18:58,24.84,,,
397,06/03/2022 18:23:58,24.75,,,
398,06/03/2022 18:28:58,24.62,,,
399,06/03/2022 18:33:58,24.66,,,
400,06/03/2022 18:38:58,24.58,,,
401,06/03/2022 18:43:58,24.32,,,
402,06/03/2022 18:48:58,24.28,,,
403,06/03/2022 18:53:58,24.11,,,
404,06/03/2022 18:58:58,23.85,,,
405,06/03/2022 19:03:58,23.68,,,
406,06/03/2022 19:08:58,23.42,,,
407,06/03/2022 19:13:58,23.12,,,
408,06/03/2022 19:18:58,22.99,,,
409,06/03/2022 19:23:58,22.91,,,
410,06/03/2022 19:28:58,22.82,,,
411,06/03/2022 19:33:58,22.65,,,
412,06/03/2022 19:38:58,22.52,,,
413,06/03/2022 19:43:58,22.39,,,
414,06/03/2022 19:48:58,22.22,,,
415,06/03/2022 19:53:58,21.88,,,
416,06/03/2022 19:58:58,21.58,,,
417,06/03/2022 20:03:58,21.28,,,
418,06/03/2022 20:08:58,21.02,,,
419,06/03/2022 20:13:58,20.89,,,
420,06/03/2022 20:18:58,20.76,,,
421,06/03/2022 20:23:58,20.55,,,
422,06/03/2022 20:28:58,20.50,,,
423,06/03/2022 20:33:58,20.33,,,
424,06/03/2022 20:38:58,20.29,,,
425,06/03/2022 20:43:58,20.12,,,
426,06/03/2022 20:48:58,20.07,,,
427,06/03/2022 20:53:58,19.99,,,
428,06/03/2022 20:58:58,19.90,,,
429,06/03/2022 21:03:58,19.77,,,
430,06/03/2022 21:08:58,19.69,,,
431,06/03/2022 21:13:58,19.65,,,
432,06/03/2022 21:18:58,19.56,,,
433,06/03/2022 21:23:58,19.56,,,
434,06/03/2022 21:28:58,19.60,,,
435,06/03/2022 21:33:58,19.47,,,
436,06/03/2022 21:38:58,19.35,,,
437,06/03/2022 21:43:58,19.77,,,
438,06/03/2022 21:48:58,20.03,,,
439,06/03/2022 21:53:58,20.03,,,
440,06/03/2022 21:58:58,20.07,,,
441,06/03/2022 22:03:58,20.07,,,
442,06/03/2022 22:08:58,19.99,,,
443,06/03/2022 22:13:58,20.12,,,
444,06/03/2022 22:18:58,20.20,,,
445,06/03/2022 22:23:58,20.07,,,
446,06/03/2022 22:28:58,19.99,,,
447,06/03/2022 22:33:58,19.95,,,
448,06/03/2022 22:38:58,19.86,,,
449,06/03/2022 22:43:58,19.82,,,
450,06/03/2022 22:48:58,19.82,,,
451,06/03/2022 22:53:58,19.86,,,
452,06/03/2022 22:58:58,19.82,,,
453,06/03/2022 23:03:58,19.90,,,
454,06/03/2022 23:08:58,19.77,,,
455,06/03/2022 23:13:58,19.77,,,
456,06/03/2022 23:18:58,19.73,,,
457,06/03/2022 23:23:58,19.69,,,
458,06/03/2022 23:28:58,19.60,,,
459,06/03/2022 23:33:58,19.22,,,
460,06/03/2022 23:38:58,18.83,,,
461,06/03/2022 23:43:58,18.53,,,
462,06/03/2022 23:48:58,18.27,,,
463,06/03/2022 23:53:58,18.10,,,
464,06/03/2022 23:58:58,18.02,,,
465,06/04/2022 00:03:58,18.02,,,
466,06/04/2022 00:08:58,18.10,,,
467,06/04/2022 00:13:58,18.19,,,
468,06/04/2022 00:18:58,18.32,,,
469,06/04/2022 00:23:58,18.70,,,
470,06/04/2022 00:28:58,18.70,,,
471,06/04/2022 00:33:58,18.49,,,
472,06/04/2022 00:38:58,18.49,,,
473,06/04/2022 00:43:58,18.36,,,
474,06/04/2022 00:48:58,18.14,,,
475,06/04/2022 00:53:58,18.49,,,
476,06/04/2022 00:58:58,18.83,,,
477,06/04/2022 01:03:58,18.19,,,
478,06/04/2022 01:08:58,17.97,,,
479,06/04/2022 01:13:58,17.80,,,
480,06/04/2022 01:18:58,17.67,,,
481,06/04/2022 01:23:58,17.54,,,
482,06/04/2022 01:28:58,17.37,,,
483,06/04/2022 01:33:58,17.24,,,
484,06/04/2022 01:38:58,17.11,,,
485,06/04/2022 01:43:58,17.07,,,
486,06/04/2022 01:48:58,16.99,,,
487,06/04/2022 01:53:58,16.86,,,
488,06/04/2022 01:58:58,16.81,,,
489,06/04/2022 02:03:58,16.69,,,
490,06/04/2022 02:08:58,16.64,,,
491,06/04/2022 02:13:58,16.64,,,
492,06/04/2022 02:18:58,16.77,,,
493,06/04/2022 02:23:58,16.64,,,
494,06/04/2022 02:28:58,16.69,,,
495,06/04/2022 02:33:58,16.73,,,
496,06/04/2022 02:38:58,16.60,,,
497,06/04/2022 02:43:58,16.47,,,
498,06/04/2022 02:48:58,16.51,,,
499,06/04/2022 02:53:58,16.51,,,
500,06/04/2022 02:58:58,16.26,,,
501,06/04/2022 03:03:58,16.17,,,
502,06/04/2022 03:08:58,16.21,,,
503,06/04/2022 03:13:58,16.30,,,
504,06/04/2022 03:18:58,16.39,,,
505,06/04/2022 03:23:58,16.30,,,
506,06/04/2022 03:28:58,16.13,,,
507,06/04/2022 03:33:58,16.08,,,
508,06/04/2022 03:38:58,16.08,,,
509,06/04/2022 03:43:58,16.17,,,
510,06/04/2022 03:48:58,16.08,,,
511,06/04/2022 03:53:58,16.13,,,
512,06/04/2022 03:58:58,16.00,,,
513,06/04/2022 04:03:58,16.08,,,
514,06/04/2022 04:08:58,16.00,,,
515,06/04/2022 04:13:58,15.87,,,
516,06/04/2022 04:18:58,16.00,,,
517,06/04/2022 04:23:58,15.91,,,
518,06/04/2022 04:28:58,16.00,,,
519,06/04/2022 04:33:58,16.04,,,
520,06/04/2022 04:38:58,15.96,,,
521,06/04/2022 04:43:58,15.83,,,
522,06/04/2022 04:48:58,15.74,,,
523,06/04/2022 04:53:58,15.61,,,
524,06/04/2022 04:58:58,15.57,,,
525,06/04/2022 05:03:58,15.44,,,
526,06/04/2022 05:08:58,15.36,,,
527,06/04/2022 05:13:58,15.31,,,
528,06/04/2022 05:18:58,15.48,,,
529,06/04/2022 05:23:58,15.44,,,
530,06/04/2022 05:28:58,15.40,,,
531,06/04/2022 05:33:58,15.40,,,
532,06/04/2022 05:38:58,15.53,,,
533,06/04/2022 05:43:58,15.44,,,
534,06/04/2022 05:48:58,15.48,,,
535,06/04/2022 05:53:58,15.61,,,
536,06/04/2022 05:58:58,15.61,,,
537,06/04/2022 06:03:58,15.70,,,
538,06/04/2022 06:08:58,15.78,,,
539,06/04/2022 06:13:58,15.78,,,
540,06/04/2022 06:18:58,15.96,,,
541,06/04/2022 06:23:58,16.08,,,
542,06/04/2022 06:28:58,16.21,,,
543,06/04/2022 06:33:58,16.26,,,
544,06/04/2022 06:38:58,16.30,,,
545,06/04/2022 06:43:58,16.60,,,
546,06/04/2022 06:48:58,16.86,,,
547,06/04/2022 06:53:58,16.99,,,
548,06/04/2022 06:58:58,17.07,,,
549,06/04/2022 07:03:58,17.11,,,
550,06/04/2022 07:08:58,17.24,,,
551,06/04/2022 07:13:58,17.41,,,
552,06/04/2022 07:18:58,17.46,,,
553,06/04/2022 07:23:58,17.46,,,
554,06/04/2022 07:28:58,17.50,,,
555,06/04/2022 07:33:58,17.67,,,
556,06/04/2022 07:38:58,17.93,,,
557,06/04/2022 07:43:58,18.27,,,
558,06/04/2022 07:48:58,18.66,,,
559,06/04/2022 07:53:58,18.96,,,
560,06/04/2022 07:58:58,19.26,,,
561,06/04/2022 08:03:58,19.47,,,
562,06/04/2022 08:08:58,19.82,,,
563,06/04/2022 08:13:58,20.03,,,
564,06/04/2022 08:18:58,20.16,,,
565,06/04/2022 08:23:58,20.29,,,
566,06/04/2022 08:28:58,20.37,,,
567,06/04/2022 08:33:58,20.42,,,
568,06/04/2022 08:38:58,20.46,,,
569,06/04/2022 08:43:58,20.55,,,
570,06/04/2022 08:48:58,20.59,,,
571,06/04/2022 08:53:58,20.85,,,
572,06/04/2022 08:58:58,20.89,,,
573,06/04/2022 09:03:58,21.19,,,
574,06/04/2022 09:08:58,21.36,,,
575,06/04/2022 09:13:58,21.53,,,
576,06/04/2022 09:18:58,21.66,,,
577,06/04/2022 09:23:58,21.83,,,
578,06/04/2022 09:28:58,21.92,,,
579,06/04/2022 09:33:58,22.05,,,
580,06/04/2022 09:38:58,22.18,,,
581,06/04/2022 09:43:58,22.18,,,
582,06/04/2022 09:48:58,22.31,,,
583,06/04/2022 09:53:58,22.31,,,
584,06/04/2022 09:58:58,22.18,,,
585,06/04/2022 10:03:58,22.18,,,
586,06/04/2022 10:08:58,22.22,,,
587,06/04/2022 10:13:58,22.39,,,
588,06/04/2022 10:18:58,22.26,,,
589,06/04/2022 10:23:58,22.09,,,
590,06/04/2022 10:28:58,22.22,,,
591,06/04/2022 10:33:58,22.39,,,
592,06/04/2022 10:38:58,22.61,,,
593,06/04/2022 10:43:58,22.78,,,
594,06/04/2022 10:48:58,22.86,,,
595,06/04/2022 10:53:58,22.78,,,
596,06/04/2022 10:58:58,22.61,,,
597,06/04/2022 11:03:58,22.69,,,
598,06/04/2022 11:08:58,23.03,,,
599,06/04/2022 11:13:58,23.25,,,
600,06/04/2022 11:18:58,23.34,,,
601,06/04/2022 11:23:58,23.25,,,
602,06/04/2022 11:28:58,23.42,,,
603,06/04/2022 11:33:58,23.76,,,
604,06/04/2022 11:38:58,23.85,,,
605,06/04/2022 11:43:58,23.85,,,
606,06/04/2022 11:48:58,23.81,,,
607,06/04/2022 11:53:58,23.76,,,
608,06/04/2022 11:58:58,24.02,,,
609,06/04/2022 12:03:58,24.19,,,
610,06/04/2022 12:08:58,24.24,,,
611,06/04/2022 12:13:58,24.15,,,
612,06/04/2022 12:18:58,24.24,,,
613,06/04/2022 12:23:58,23.89,,,
614,06/04/2022 12:28:58,24.15,,,
615,06/04/2022 12:33:58,24.71,,,
616,06/04/2022 12:38:58,25.48,,,
617,06/04/2022 12:43:58,25.78,,,
618,06/04/2022 12:48:58,26.25,,,
619,06/04/2022 12:53:58,26.17,,,
620,06/04/2022 12:58:58,26.08,,,
621,06/04/2022 13:03:58,26.21,,,
622,06/04/2022 13:08:58,27.11,,,
623,06/04/2022 13:13:58,27.02,,,
624,06/04/2022 13:18:58,26.90,,,
625,06/04/2022 13:23:58,27.63,,,
626,06/04/2022 13:28:58,26.72,,,
627,06/04/2022 13:33:58,26.55,,,
628,06/04/2022 13:38:58,26.47,,,
629,06/04/2022 13:43:58,26.42,,,
630,06/04/2022 13:48:58,26.47,,,
631,06/04/2022 13:53:58,26.47,,,
632,06/04/2022 13:58:58,27.11,,,
