#,Date-Time (PDT),Ch: 1 - Temperature   (°C),Host Connected,Stopped,End of File
398,06/03/2023 01:20:21,12.95,,,
399,06/03/2023 01:25:21,12.78,,,
400,06/03/2023 01:30:21,12.57,,,
401,06/03/2023 01:35:21,12.40,,,
402,06/03/2023 01:40:21,12.27,,,
403,06/03/2023 01:45:21,12.05,,,
404,06/03/2023 01:50:21,11.97,,,
405,06/03/2023 01:55:21,11.84,,,
406,06/03/2023 02:00:21,11.58,,,
407,06/03/2023 02:05:21,11.58,,,
408,06/03/2023 02:10:21,11.45,,,
409,06/03/2023 02:15:21,11.41,,,
410,06/03/2023 02:20:21,11.32,,,
411,06/03/2023 02:25:21,11.19,,,
412,06/03/2023 02:30:21,11.19,,,
413,06/03/2023 02:35:21,11.07,,,
414,06/03/2023 02:40:21,10.98,,,
415,06/03/2023 02:45:21,10.89,,,
416,06/03/2023 02:50:21,10.77,,,
417,06/03/2023 02:55:21,10.68,,,
418,06/03/2023 03:00:21,10.68,,,
419,06/03/2023 03:05:21,10.55,,,
420,06/03/2023 03:10:21,10.77,,,
421,06/03/2023 03:15:21,10.77,,,
422,06/03/2023 03:20:21,10.89,,,
423,06/03/2023 03:25:21,10.81,,,
424,06/03/2023 03:30:21,10.64,,,
425,06/03/2023 03:35:21,10.51,,,
426,06/03/2023 03:40:21,10.42,,,
427,06/03/2023 03:45:21,10.42,,,
428,06/03/2023 03:50:21,10.38,,,
429,06/03/2023 03:55:21,10.38,,,
430,06/03/2023 04:00:21,10.29,,,
431,06/03/2023 04:05:21,10.25,,,
432,06/03/2023 04:10:21,10.25,,,
433,06/03/2023 04:15:21,10.25,,,
434,06/03/2023 04:20:21,10.25,,,
435,06/03/2023 04:25:21,10.34,,,
436,06/03/2023 04:30:21,10.29,,,
437,06/03/2023 04:35:21,10.16,,,
438,06/03/2023 04:40:21,10.08,,,
439,06/03/2023 04:45:21,9.99,,,
440,06/03/2023 04:50:21,10.12,,,
441,06/03/2023 04:55:21,10.12,,,
442,06/03/2023 05:00:21,10.25,,,
443,06/03/2023 05:05:21,10.29,,,
444,06/03/2023 05:10:21,10.38,,,
445,06/03/2023 05:15:21,10.34,,,
446,06/03/2023 05:20:21,10.29,,,
447,06/03/2023 05:25:21,10.25,,,
448,06/03/2023 05:30:21,10.29,,,
449,06/03/2023 05:35:21,10.16,,,
450,06/03/2023 05:40:21,10.21,,,
451,06/03/2023 05:45:21,10.21,,,
452,06/03/2023 05:50:21,10.25,,,
453,06/03/2023 05:55:21,10.34,,,
454,06/03/2023 06:00:21,10.46,,,
455,06/03/2023 06:05:21,10.51,,,
456,06/03/2023 06:10:21,10.55,,,
457,06/03/2023 06:15:21,10.64,,,
458,06/03/2023 06:20:21,10.85,,,
459,06/03/2023 06:25:21,10.98,,,
460,06/03/2023 06:30:21,11.15,,,
461,06/03/2023 06:35:21,11.37,,,
462,06/03/2023 06:40:21,11.67,,,
463,06/03/2023 06:45:21,11.97,,,
464,06/03/2023 06:50:21,12.40,,,
465,06/03/2023 06:55:21,13.55,,,
466,06/03/2023 07:00:21,14.84,,,
467,06/03/2023 07:05:21,15.66,,,
468,06/03/2023 07:10:21,15.23,,,
469,06/03/2023 07:15:21,15.48,,,
470,06/03/2023 07:20:21,17.93,,,
471,06/03/2023 07:25:21,20.55,,,
472,06/03/2023 07:30:21,22.43,,,
473,06/03/2023 07:35:21,24.11,,,
474,06/03/2023 07:40:21,24.88,,,
475,06/03/2023 07:45:21,25.69,,,
476,06/03/2023 07:50:21,26.12,,,
477,06/03/2023 07:55:21,26.30,,,
478,06/03/2023 08:00:21,25.99,,,
479,06/03/2023 08:05:21,26.47,,,
480,06/03/2023 08:10:21,23.16,,,
481,06/03/2023 08:15:21,22.31,,,
482,06/03/2023 08:20:21,24.28,,,
483,06/03/2023 08:25:21,25.48,,,
484,06/03/2023 08:30:21,26.72,,,
485,06/03/2023 08:35:21,27.15,,,
486,06/03/2023 08:40:21,27.45,,,
487,06/03/2023 08:45:21,27.24,,,
488,06/03/2023 08:50:21,27.11,,,
489,06/03/2023 08:55:21,27.45,,,
490,06/03/2023 09:00:21,27.75,,,
491,06/03/2023 09:05:21,27.50,,,
492,06/03/2023 09:10:21,27.32,,,
493,06/03/2023 09:15:21,26.94,,,
494,06/03/2023 09:20:21,27.02,,,
495,06/03/2023 09:25:21,27.45,,,
496,06/03/2023 09:30:21,27.54,,,
497,06/03/2023 09:35:21,27.75,,,
498,06/03/2023 09:40:21,27.50,,,
499,06/03/2023 09:45:21,27.97,,,
500,06/03/2023 09:50:21,28.14,,,
501,06/03/2023 09:55:21,28.31,,,
502,06/03/2023 10:00:21,28.53,,,
503,06/03/2023 10:05:21,28.78,,,
504,06/03/2023 10:10:21,29.17,,,
505,06/03/2023 10:15:21,29.64,,,
506,06/03/2023 10:20:21,29.77,,,
507,06/03/2023 10:25:21,29.86,,,
508,06/03/2023 10:30:21,30.59,,,
509,06/03/2023 10:35:21,30.97,,,
510,06/03/2023 10:40:21,31.40,,,
511,06/03/2023 10:45:21,31.96,,,
512,06/03/2023 10:50:21,31.96,,,
513,06/03/2023 10:55:21,32.56,,,
514,06/03/2023 11:00:21,32.94,,,
515,06/03/2023 11:05:21,33.12,,,
516,06/03/2023 11:10:21,33.33,,,
517,06/03/2023 11:15:21,33.29,,,
518,06/03/2023 11:20:21,33.37,,,
519,06/03/2023 11:25:21,33.59,,,
520,06/03/2023 11:30:21,34.02,,,
521,06/03/2023 11:35:21,34.45,,,
522,06/03/2023 11:40:21,34.45,,,
523,06/03/2023 11:45:21,35.05,,,
524,06/03/2023 11:50:21,35.22,,,
525,06/03/2023 11:55:21,34.88,,,
526,06/03/2023 12:00:21,35.26,,,
527,06/03/2023 12:05:21,35.39,,,
528,06/03/2023 12:10:21,35.73,,,
529,06/03/2023 12:15:21,35.90,,,
530,06/03/2023 12:20:21,35.69,,,
531,06/03/2023 12:25:21,35.78,,,
532,06/03/2023 12:30:21,35.73,,,
533,06/03/2023 12:35:21,35.86,,,
534,06/03/2023 12:40:21,35.99,,,
535,06/03/2023 12:45:21,36.72,,,
536,06/03/2023 12:50:21,35.90,,,
537,06/03/2023 12:55:21,36.55,,,
538,06/03/2023 13:00:21,36.51,,,
539,06/03/2023 13:05:21,36.68,,,
540,06/03/2023 13:10:21,36.51,,,
541,06/03/2023 13:15:21,36.33,,,
542,06/03/2023 13:20:21,36.29,,,
543,06/03/2023 13:25:21,36.63,,,
544,06/03/2023 13:30:21,37.06,,,
545,06/03/2023 13:35:21,36.63,,,
546,06/03/2023 13:40:21,36.46,,,
547,06/03/2023 13:45:21,36.59,,,
548,06/03/2023 13:50:21,36.68,,,
549,06/03/2023 13:55:21,36.81,,,
550,06/03/2023 14:00:21,36.55,,,
551,06/03/2023 14:05:21,36.55,,,
552,06/03/2023 14:10:21,36.25,,,
553,06/03/2023 14:15:21,36.29,,,
554,06/03/2023 14:20:21,36.33,,,
555,06/03/2023 14:25:21,36.42,,,
556,06/03/2023 14:30:21,36.63,,,
557,06/03/2023 14:35:21,35.99,,,
558,06/03/2023 14:40:21,36.25,,,
559,06/03/2023 14:45:21,36.08,,,
560,06/03/2023 14:50:21,36.21,,,
561,06/03/2023 14:55:21,35.86,,,
562,06/03/2023 15:00:21,35.86,,,
563,06/03/2023 15:05:21,35.65,,,
564,06/03/2023 15:10:21,35.78,,,
565,06/03/2023 15:15:21,35.73,,,
566,06/03/2023 15:20:21,35.82,,,
567,06/03/2023 15:25:21,35.90,,,
568,06/03/2023 15:30:21,35.86,,,
569,06/03/2023 15:35:21,35.60,,,
570,06/03/2023 15:40:21,35.56,,,
571,06/03/2023 15:45:21,35.30,,,
572,06/03/2023 15:50:21,35.18,,,
573,06/03/2023 15:55:21,35.22,,,
574,06/03/2023 16:00:21,35.52,,,
575,06/03/2023 16:05:21,35.22,,,
576,06/03/2023 16:10:21,35.13,,,
577,06/03/2023 16:15:21,35.43,,,
578,06/03/2023 16:20:21,35.35,,,
579,06/03/2023 16:25:21,34.96,,,
580,06/03/2023 16:30:21,34.83,,,
581,06/03/2023 16:35:21,34.66,,,
582,06/03/2023 16:40:21,34.53,,,
583,06/03/2023 16:45:21,34.49,,,
584,06/03/2023 16:50:21,34.40,,,
585,06/03/2023 16:55:21,34.15,,,
586,06/03/2023 17:00:21,34.02,,,
587,06/03/2023 17:05:21,34.02,,,
588,06/03/2023 17:10:21,33.85,,,
589,06/03/2023 17:15:21,33.67,,,
590,06/03/2023 17:20:21,33.46,,,
591,06/03/2023 17:25:21,33.42,,,
592,06/03/2023 17:30:21,33.16,,,
593,06/03/2023 17:35:21,33.25,,,
594,06/03/2023 17:40:21,33.16,,,
595,06/03/2023 17:45:21,32.94,,,
596,06/03/2023 17:50:21,32.73,,,
597,06/03/2023 17:55:21,32.52,,,
598,06/03/2023 18:00:21,32.17,,,
599,06/03/2023 18:05:21,31.79,,,
600,06/03/2023 18:10:21,31.49,,,
601,06/03/2023 18:15:21,31.27,,,
602,06/03/2023 18:20:21,31.06,,,
603,06/03/2023 18:25:21,30.89,,,
604,06/03/2023 18:30:21,30.67,,,
605,06/03/2023 18:35:21,30.54,,,
606,06/03/2023 18:40:21,30.20,,,
607,06/03/2023 18:45:21,29.90,,,
608,06/03/2023 18:50:21,29.56,,,
609,06/03/2023 18:55:21,29.30,,,
610,06/03/2023 19:00:21,29.04,,,
611,06/03/2023 19:05:21,28.74,,,
612,06/03/2023 19:10:21,28.48,,,
613,06/03/2023 19:15:21,28.10,,,
614,06/03/2023 19:20:21,27.71,,,
615,06/03/2023 19:25:21,27.41,,,
616,06/03/2023 19:30:21,27.15,,,
617,06/03/2023 19:35:21,26.68,,,
618,06/03/2023 19:40:21,26.25,,,
619,06/03/2023 19:45:21,25.91,,,
620,06/03/2023 19:50:21,25.57,,,
621,06/03/2023 19:55:21,25.18,,,
622,06/03/2023 20:00:21,24.97,,,
623,06/03/2023 20:05:21,24.66,,,
624,06/03/2023 20:10:21,24.19,,,
625,06/03/2023 20:15:21,23.94,,,
626,06/03/2023 20:20:21,23.59,,,
627,06/03/2023 20:25:21,23.29,,,
628,06/03/2023 20:30:21,22.95,,,
629,06/03/2023 20:35:21,22.61,,,
630,06/03/2023 20:40:21,22.01,,,
631,06/03/2023 20:45:21,21.49,,,
632,06/03/2023 20:50:21,20.98,,,
