#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
200,05/04/2022 04:51:35,13.96,47.32,2.94,,
201,05/04/2022 04:56:35,14.00,47.48,3.03,,
202,05/04/2022 05:01:35,13.93,47.89,3.08,,
203,05/04/2022 05:06:35,13.96,48.14,3.18,,
204,05/04/2022 05:11:35,13.93,48.67,3.31,,
205,05/04/2022 05:16:35,13.82,48.82,3.25,,
206,05/04/2022 05:21:35,13.61,49.11,3.14,,
207,05/04/2022 05:26:35,13.26,49.92,3.05,,
208,05/04/2022 05:31:35,13.06,50.33,2.98,,
209,05/04/2022 05:36:35,12.99,51.24,3.17,,
210,05/04/2022 05:41:35,12.73,53.24,3.47,,
211,05/04/2022 05:46:35,12.50,54.01,3.46,,
212,05/04/2022 05:51:35,12.38,53.27,3.16,,
213,05/04/2022 05:56:35,12.67,52.09,3.11,,
214,05/04/2022 06:01:35,12.91,51.77,3.24,,
215,05/04/2022 06:06:35,13.06,51.49,3.30,,
216,05/04/2022 06:11:35,13.03,52.52,3.55,,
217,05/04/2022 06:16:35,12.76,53.91,3.68,,
218,05/04/2022 06:21:35,12.56,54.37,3.61,,
219,05/04/2022 06:26:35,12.49,54.26,3.52,,
220,05/04/2022 06:31:35,12.40,57.40,4.23,,
221,05/04/2022 06:36:35,12.26,58.63,4.40,,
222,05/04/2022 06:41:35,12.18,60.11,4.68,,
223,05/04/2022 06:46:35,12.12,61.55,4.96,,
224,05/04/2022 06:51:35,12.25,62.08,5.21,,
225,05/04/2022 06:56:35,12.23,63.04,5.42,,
226,05/04/2022 07:01:35,12.26,63.58,5.56,,
227,05/04/2022 07:06:35,12.66,63.04,5.83,,
228,05/04/2022 07:11:35,13.09,61.80,5.95,,
229,05/04/2022 07:16:35,13.55,57.14,5.25,,
230,05/04/2022 07:21:35,14.21,58.73,6.26,,
231,05/04/2022 07:26:35,14.87,58.33,6.78,,
232,05/04/2022 07:31:35,15.32,59.27,7.44,,
233,05/04/2022 07:36:35,15.58,59.54,7.75,,
234,05/04/2022 07:41:35,15.81,58.52,7.71,,
235,05/04/2022 07:46:35,16.37,57.28,7.92,,
236,05/04/2022 07:51:35,16.93,55.24,7.91,,
237,05/04/2022 07:56:35,17.25,57.42,8.78,,
238,05/04/2022 08:01:35,17.43,55.66,8.48,,
239,05/04/2022 08:06:35,17.79,53.31,8.19,,
240,05/04/2022 08:11:35,18.14,52.26,8.22,,
241,05/04/2022 08:16:35,18.35,51.75,8.27,,
242,05/04/2022 08:21:35,18.84,49.60,8.09,,
243,05/04/2022 08:26:35,19.46,48.39,8.30,,
244,05/04/2022 08:31:35,19.61,47.01,8.01,,
245,05/04/2022 08:36:35,19.83,41.46,6.37,,
246,05/04/2022 08:41:35,19.85,42.95,6.90,,
247,05/04/2022 08:46:35,20.14,42.89,7.15,,
248,05/04/2022 08:51:35,20.49,40.00,6.45,,
249,05/04/2022 08:56:35,20.65,42.45,7.46,,
250,05/04/2022 09:01:35,20.77,42.11,7.45,,
251,05/04/2022 09:06:35,20.86,41.73,7.39,,
252,05/04/2022 09:11:35,21.06,40.55,7.16,,
253,05/04/2022 09:16:35,21.36,40.59,7.44,,
254,05/04/2022 09:21:35,21.46,40.20,7.39,,
255,05/04/2022 09:26:35,21.42,41.49,7.81,,
256,05/04/2022 09:31:35,21.57,40.37,7.54,,
257,05/04/2022 09:36:35,21.80,40.57,7.83,,
258,05/04/2022 09:41:35,22.01,39.73,7.70,,
259,05/04/2022 09:46:35,22.38,38.96,7.75,,
260,05/04/2022 09:51:35,22.48,39.00,7.85,,
261,05/04/2022 09:56:35,22.61,37.66,7.45,,
262,05/04/2022 10:01:35,22.78,39.47,8.30,,
263,05/04/2022 10:06:35,23.07,39.03,8.39,,
264,05/04/2022 10:11:35,23.36,38.51,8.45,,
265,05/04/2022 10:16:35,23.56,37.53,8.25,,
266,05/04/2022 10:21:35,23.53,36.86,7.96,,
267,05/04/2022 10:26:35,23.91,35.21,7.63,,
268,05/04/2022 10:31:35,24.24,35.96,8.22,,
269,05/04/2022 10:36:35,24.50,35.43,8.24,,
270,05/04/2022 10:41:35,24.61,35.35,8.30,,
271,05/04/2022 10:46:35,24.63,34.57,7.99,,
272,05/04/2022 10:51:35,24.80,34.61,8.16,,
273,05/04/2022 10:56:35,24.91,33.22,7.65,,
274,05/04/2022 11:01:35,24.87,35.15,8.44,,
275,05/04/2022 11:06:35,25.16,34.82,8.56,,
276,05/04/2022 11:11:35,25.05,34.69,8.41,,
277,05/04/2022 11:16:35,25.22,34.62,8.53,,
278,05/04/2022 11:21:35,25.33,34.23,8.45,,
279,05/04/2022 11:26:35,25.49,33.98,8.49,,
280,05/04/2022 11:31:35,25.50,34.00,8.50,,
281,05/04/2022 11:36:35,25.67,34.20,8.74,,
282,05/04/2022 11:41:35,25.82,33.41,8.53,,
283,05/04/2022 11:46:35,25.97,32.46,8.23,,
284,05/04/2022 11:51:35,26.05,33.57,8.80,,
285,05/04/2022 11:56:35,26.45,33.31,9.03,,
286,05/04/2022 12:01:35,26.57,32.95,8.98,,
287,05/04/2022 12:06:35,26.72,33.40,9.31,,
288,05/04/2022 12:11:35,26.71,30.35,7.88,,
289,05/04/2022 12:16:35,26.82,31.23,8.40,,
290,05/04/2022 12:21:35,26.99,31.03,8.46,,
291,05/04/2022 12:26:35,27.14,31.45,8.78,,
292,05/04/2022 12:31:35,27.37,29.11,7.84,,
293,05/04/2022 12:36:35,27.51,29.35,8.08,,
294,05/04/2022 12:41:35,27.59,29.16,8.06,,
295,05/04/2022 12:46:35,27.67,29.44,8.26,,
296,05/04/2022 12:51:35,27.69,29.32,8.22,,
297,05/04/2022 12:56:35,27.78,30.02,8.64,,
298,05/04/2022 13:01:35,28.17,31.17,9.54,,
299,05/04/2022 13:06:35,28.24,29.65,8.85,,
300,05/04/2022 13:11:35,28.30,30.23,9.20,,
301,05/04/2022 13:16:35,28.33,28.90,8.56,,
302,05/04/2022 13:21:35,28.17,29.32,8.63,,
303,05/04/2022 13:26:35,28.24,29.84,8.95,,
304,05/04/2022 13:31:35,28.31,29.81,9.00,,
305,05/04/2022 13:36:35,28.38,29.86,9.08,,
306,05/04/2022 13:41:35,28.48,30.65,9.56,,
307,05/04/2022 13:46:35,28.53,30.16,9.36,,
308,05/04/2022 13:51:35,28.62,29.03,8.87,,
309,05/04/2022 13:56:35,28.55,29.48,9.04,,
310,05/04/2022 14:01:35,28.65,30.32,9.55,,
311,05/04/2022 14:06:35,28.70,29.37,9.11,,
312,05/04/2022 14:11:35,28.70,30.46,9.65,,
313,05/04/2022 14:16:35,28.91,31.05,10.13,,
314,05/04/2022 14:21:35,29.11,29.92,9.74,,
315,05/04/2022 14:26:35,29.21,30.26,10.00,,
316,05/04/2022 14:31:35,29.28,28.41,9.12,,
317,05/04/2022 14:36:35,29.19,29.57,9.64,,
318,05/04/2022 14:41:35,29.24,28.69,9.23,,
319,05/04/2022 14:46:35,29.31,30.39,10.15,,
320,05/04/2022 14:51:35,29.34,29.02,9.49,,
321,05/04/2022 14:56:35,29.29,30.78,10.32,,
322,05/04/2022 15:01:35,29.23,31.11,10.43,,
323,05/04/2022 15:06:35,29.32,30.86,10.39,,
324,05/04/2022 15:11:35,29.33,31.27,10.59,,
325,05/04/2022 15:16:35,29.29,30.76,10.31,,
326,05/04/2022 15:21:35,29.23,31.69,10.71,,
327,05/04/2022 15:26:35,29.34,31.27,10.60,,
328,05/04/2022 15:31:35,29.33,30.95,10.44,,
329,05/04/2022 15:36:35,29.29,31.75,10.79,,
330,05/04/2022 15:41:35,29.18,32.89,11.22,,
331,05/04/2022 15:46:35,29.27,32.64,11.19,,
332,05/04/2022 15:51:35,29.24,31.31,10.54,,
333,05/04/2022 15:56:35,29.14,32.51,11.01,,
334,05/04/2022 16:01:35,29.29,31.28,10.56,,
335,05/04/2022 16:06:35,29.43,31.52,10.80,,
336,05/04/2022 16:11:35,29.32,32.16,11.01,,
337,05/04/2022 16:16:35,29.24,31.66,10.70,,
338,05/04/2022 16:21:35,29.31,32.07,10.96,,
339,05/04/2022 16:26:35,29.34,31.91,10.91,,
340,05/04/2022 16:31:35,29.33,31.91,10.90,,
341,05/04/2022 16:36:35,29.41,32.11,11.06,,
342,05/04/2022 16:41:35,29.41,32.22,11.11,,
343,05/04/2022 16:46:35,29.64,32.48,11.44,,
344,05/04/2022 16:51:35,29.95,32.75,11.83,,
345,05/04/2022 16:56:35,29.95,32.35,11.64,,
346,05/04/2022 17:01:35,30.12,32.31,11.78,,
347,05/04/2022 17:06:35,29.93,32.84,11.85,,
348,05/04/2022 17:11:35,29.77,33.45,11.99,,
349,05/04/2022 17:16:35,29.70,35.56,12.86,,
350,05/04/2022 17:21:35,29.76,32.53,11.56,,
351,05/04/2022 17:26:35,29.94,31.59,11.28,,
352,05/04/2022 17:31:35,29.80,32.35,11.51,,
353,05/04/2022 17:36:35,29.70,31.67,11.10,,
354,05/04/2022 17:41:35,29.59,31.70,11.02,,
355,05/04/2022 17:46:35,29.44,30.85,10.49,,
356,05/04/2022 17:51:35,29.33,31.33,10.62,,
357,05/04/2022 17:56:35,29.26,31.32,10.55,,
358,05/04/2022 18:01:35,29.18,32.22,10.91,,
359,05/04/2022 18:06:35,29.17,33.67,11.57,,
360,05/04/2022 18:11:35,29.05,32.05,10.72,,
361,05/04/2022 18:16:35,28.98,31.55,10.42,,
362,05/04/2022 18:21:35,28.90,32.75,10.92,,
363,05/04/2022 18:26:35,28.77,31.91,10.41,,
364,05/04/2022 18:31:35,28.60,32.64,10.60,,
365,05/04/2022 18:36:35,28.29,33.23,10.60,,
366,05/04/2022 18:41:35,28.02,33.78,10.61,,
367,05/04/2022 18:46:35,27.72,33.27,10.13,,
368,05/04/2022 18:51:35,27.60,33.43,10.09,,
369,05/04/2022 18:56:35,27.87,32.37,9.84,,
370,05/04/2022 19:01:35,27.65,32.62,9.76,,
371,05/04/2022 19:06:35,27.20,33.67,9.84,,
372,05/04/2022 19:11:35,26.92,33.15,9.37,,
373,05/04/2022 19:16:35,26.72,34.17,9.65,,
374,05/04/2022 19:21:35,27.20,32.40,9.27,,
375,05/04/2022 19:26:35,26.62,33.48,9.25,,
376,05/04/2022 19:31:35,26.06,36.49,10.05,,
377,05/04/2022 19:36:35,25.45,37.27,9.82,,
378,05/04/2022 19:41:35,24.85,38.53,9.78,,
379,05/04/2022 19:46:35,24.32,39.27,9.60,,
380,05/04/2022 19:51:35,23.87,41.10,9.88,,
381,05/04/2022 19:56:35,23.43,41.69,9.69,,
382,05/04/2022 20:01:35,22.97,43.27,9.83,,
383,05/04/2022 20:06:35,22.54,43.77,9.62,,
384,05/04/2022 20:11:35,22.14,44.85,9.62,,
385,05/04/2022 20:16:35,21.76,45.32,9.43,,
386,05/04/2022 20:21:35,21.44,47.04,9.69,,
387,05/04/2022 20:26:35,21.11,47.25,9.46,,
388,05/04/2022 20:31:35,20.77,47.41,9.20,,
389,05/04/2022 20:36:35,20.50,47.78,9.07,,
390,05/04/2022 20:41:35,20.27,49.00,9.23,,
391,05/04/2022 20:46:35,19.99,48.00,8.66,,
392,05/04/2022 20:51:35,19.75,48.95,8.74,,
393,05/04/2022 20:56:35,19.51,49.85,8.78,,
394,05/04/2022 21:01:35,19.37,50.67,8.89,,
395,05/04/2022 21:06:35,19.23,49.22,8.34,,
396,05/04/2022 21:11:35,19.14,50.08,8.51,,
397,05/04/2022 21:16:35,18.96,50.30,8.41,,
398,05/04/2022 21:21:35,18.81,51.25,8.55,,
399,05/04/2022 21:26:35,18.59,51.97,8.56,,
400,05/04/2022 21:31:35,18.34,51.96,8.31,,
401,05/04/2022 21:36:35,18.17,53.09,8.47,,
402,05/04/2022 21:41:35,17.92,53.98,8.49,,
403,05/04/2022 21:46:35,17.69,54.17,8.33,,
404,05/04/2022 21:51:35,17.52,55.29,8.47,,
405,05/04/2022 21:56:35,17.31,55.67,8.38,,
406,05/04/2022 22:01:35,17.15,55.58,8.20,,
407,05/04/2022 22:06:35,16.99,57.20,8.48,,
408,05/04/2022 22:11:35,16.80,57.71,8.44,,
409,05/04/2022 22:16:35,16.62,56.86,8.05,,
410,05/04/2022 22:21:35,16.55,56.18,7.80,,
411,05/04/2022 22:26:35,16.41,57.43,7.99,,
412,05/04/2022 22:31:35,16.26,57.59,7.89,,
413,05/04/2022 22:36:35,16.14,57.84,7.85,,
414,05/04/2022 22:41:35,16.04,57.86,7.76,,
415,05/04/2022 22:46:35,15.90,58.33,7.75,,
416,05/04/2022 22:51:35,15.76,58.53,7.67,,
417,05/04/2022 22:56:35,15.68,59.04,7.71,,
418,05/04/2022 23:01:35,15.52,59.48,7.67,,
419,05/04/2022 23:06:35,15.42,59.55,7.60,,
420,05/04/2022 23:11:35,15.32,60.18,7.66,,
421,05/04/2022 23:16:35,15.26,60.20,7.61,,
422,05/04/2022 23:21:35,15.27,60.66,7.73,,
423,05/04/2022 23:26:35,15.26,60.91,7.78,,
424,05/04/2022 23:31:35,15.23,61.17,7.81,,
425,05/04/2022 23:36:35,15.13,61.05,7.69,,
426,05/04/2022 23:41:35,15.14,60.93,7.67,,
427,05/04/2022 23:46:35,14.99,61.66,7.70,,
428,05/04/2022 23:51:35,14.84,62.30,7.72,,
429,05/04/2022 23:56:35,14.77,62.35,7.66,,
430,05/05/2022 00:01:35,14.67,61.99,7.48,,
431,05/05/2022 00:06:35,14.63,61.81,7.40,,
432,05/05/2022 00:11:35,14.57,62.07,7.41,,
433,05/05/2022 00:16:35,14.47,62.15,7.32,,
434,05/05/2022 00:21:35,14.38,62.62,7.35,,
435,05/05/2022 00:26:35,14.28,63.35,7.43,,
436,05/05/2022 00:31:35,14.24,63.90,7.52,,
437,05/05/2022 00:36:35,14.09,64.35,7.48,,
438,05/05/2022 00:41:35,13.96,65.14,7.53,,
439,05/05/2022 00:46:35,13.88,65.91,7.62,,
440,05/05/2022 00:51:35,13.81,66.65,7.73,,
441,05/05/2022 00:56:35,13.75,66.97,7.74,,
442,05/05/2022 01:01:35,13.67,67.35,7.75,,
443,05/05/2022 01:06:35,13.58,67.67,7.73,,
444,05/05/2022 01:11:35,13.46,68.01,7.69,,
445,05/05/2022 01:16:35,13.39,68.40,7.71,,
446,05/05/2022 01:21:35,13.32,68.47,7.65,,
447,05/05/2022 01:26:35,13.25,68.54,7.61,,
448,05/05/2022 01:31:35,13.23,68.76,7.63,,
449,05/05/2022 01:36:35,13.24,68.85,7.66,,
450,05/05/2022 01:41:35,13.20,68.94,7.64,,
451,05/05/2022 01:46:35,13.19,69.19,7.68,,
452,05/05/2022 01:51:35,13.21,69.25,7.72,,
453,05/05/2022 01:56:35,13.18,69.40,7.71,,
454,05/05/2022 02:01:35,13.12,69.82,7.75,,
455,05/05/2022 02:06:35,13.14,69.82,7.76,,
456,05/05/2022 02:11:35,13.15,69.49,7.70,,
457,05/05/2022 02:16:35,13.16,69.17,7.65,,
458,05/05/2022 02:21:35,13.14,69.18,7.63,,
459,05/05/2022 02:26:35,13.19,68.49,7.53,,
460,05/05/2022 02:31:35,13.22,68.12,7.48,,
461,05/05/2022 02:36:35,13.22,68.34,7.53,,
462,05/05/2022 02:41:35,13.17,68.32,7.48,,
463,05/05/2022 02:46:35,13.09,68.31,7.40,,
464,05/05/2022 02:51:35,13.03,68.50,7.38,,
465,05/05/2022 02:56:35,13.00,68.34,7.31,,
466,05/05/2022 03:01:35,12.93,68.25,7.23,,
467,05/05/2022 03:06:35,12.90,68.17,7.19,,
468,05/05/2022 03:11:35,12.88,67.97,7.12,,
469,05/05/2022 03:16:35,12.87,68.16,7.15,,
470,05/05/2022 03:21:35,12.82,68.15,7.11,,
471,05/05/2022 03:26:35,12.75,68.45,7.10,,
472,05/05/2022 03:31:35,12.72,68.57,7.10,,
473,05/05/2022 03:36:35,12.72,68.47,7.08,,
474,05/05/2022 03:41:35,12.72,68.40,7.06,,
475,05/05/2022 03:46:35,12.70,68.52,7.07,,
476,05/05/2022 03:51:35,12.63,68.96,7.10,,
477,05/05/2022 03:56:35,12.56,69.26,7.09,,
478,05/05/2022 04:01:35,12.53,69.31,7.08,,
