#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
45,04/22/2021 20:24:31,13.51,64.12,6.88,,
46,04/22/2021 20:29:31,13.37,64.25,6.77,,
47,04/22/2021 20:34:31,13.27,64.80,6.81,,
48,04/22/2021 20:39:31,13.14,65.10,6.74,,
49,04/22/2021 20:44:31,12.96,65.39,6.64,,
50,04/22/2021 20:49:31,12.80,65.96,6.61,,
51,04/22/2021 20:54:31,12.62,66.37,6.53,,
52,04/22/2021 20:59:31,12.47,66.92,6.51,,
53,04/22/2021 21:04:31,12.33,67.59,6.52,,
54,04/22/2021 21:09:31,12.25,67.45,6.41,,
55,04/22/2021 21:14:31,12.07,67.70,6.30,,
56,04/22/2021 21:19:31,12.00,68.15,6.32,,
57,04/22/2021 21:24:31,11.91,68.44,6.30,,
58,04/22/2021 21:29:31,11.85,68.85,6.32,,
59,04/22/2021 21:34:31,11.76,69.00,6.28,,
60,04/22/2021 21:39:31,11.63,69.44,6.24,,
61,04/22/2021 21:44:31,11.59,69.94,6.31,,
62,04/22/2021 21:49:31,11.51,69.89,6.21,,
63,04/22/2021 21:54:31,11.46,70.16,6.23,,
64,04/22/2021 21:59:31,11.39,70.37,6.20,,
65,04/22/2021 22:04:31,11.32,71.12,6.29,,
66,04/22/2021 22:09:31,11.29,71.18,6.27,,
67,04/22/2021 22:14:31,11.18,71.57,6.25,,
68,04/22/2021 22:19:31,11.13,71.71,6.23,,
69,04/22/2021 22:24:31,11.08,72.24,6.28,,
70,04/22/2021 22:29:31,10.95,72.37,6.18,,
71,04/22/2021 22:34:31,10.89,72.67,6.19,,
72,04/22/2021 22:39:31,10.86,73.24,6.27,,
73,04/22/2021 22:44:31,10.87,73.55,6.35,,
74,04/22/2021 22:49:31,10.85,73.89,6.39,,
75,04/22/2021 22:54:31,10.74,73.97,6.30,,
76,04/22/2021 22:59:31,10.73,74.07,6.31,,
77,04/22/2021 23:04:31,10.74,74.19,6.35,,
78,04/22/2021 23:09:31,10.73,74.20,6.34,,
79,04/22/2021 23:14:31,10.75,74.59,6.43,,
80,04/22/2021 23:19:31,10.77,74.38,6.40,,
81,04/22/2021 23:24:31,10.72,74.40,6.37,,
82,04/22/2021 23:29:31,10.64,74.72,6.35,,
83,04/22/2021 23:34:31,10.59,75.04,6.37,,
84,04/22/2021 23:39:31,10.62,75.16,6.41,,
85,04/22/2021 23:44:31,10.54,74.92,6.29,,
86,04/22/2021 23:49:31,10.49,75.62,6.37,,
87,04/22/2021 23:54:31,10.44,75.79,6.37,,
88,04/22/2021 23:59:31,10.45,75.83,6.38,,
89,04/23/2021 00:04:31,10.44,75.73,6.35,,
90,04/23/2021 00:09:31,10.42,75.90,6.37,,
91,04/23/2021 00:14:31,10.37,76.20,6.37,,
92,04/23/2021 00:19:31,10.36,76.48,6.41,,
93,04/23/2021 00:24:31,10.29,76.49,6.35,,
94,04/23/2021 00:29:31,10.24,77.01,6.40,,
95,04/23/2021 00:34:31,10.25,77.17,6.44,,
96,04/23/2021 00:39:31,10.23,77.64,6.51,,
97,04/23/2021 00:44:31,10.22,77.53,6.48,,
98,04/23/2021 00:49:31,10.23,77.62,6.50,,
99,04/23/2021 00:54:31,10.28,77.77,6.58,,
100,04/23/2021 00:59:31,10.27,77.43,6.51,,
101,04/23/2021 01:04:31,10.31,77.21,6.51,,
102,04/23/2021 01:09:31,10.28,77.50,6.53,,
103,04/23/2021 01:14:31,10.27,77.70,6.56,,
104,04/23/2021 01:19:31,10.24,77.95,6.58,,
105,04/23/2021 01:24:31,10.26,77.69,6.55,,
106,04/23/2021 01:29:31,10.19,77.89,6.51,,
107,04/23/2021 01:34:31,10.19,78.26,6.58,,
108,04/23/2021 01:39:31,10.16,78.52,6.61,,
109,04/23/2021 01:44:31,10.13,78.37,6.55,,
110,04/23/2021 01:49:31,10.18,78.31,6.58,,
111,04/23/2021 01:54:31,10.21,78.07,6.57,,
112,04/23/2021 01:59:31,10.19,78.22,6.57,,
113,04/23/2021 02:04:31,10.19,77.95,6.52,,
114,04/23/2021 02:09:31,10.10,77.77,6.41,,
115,04/23/2021 02:14:31,10.13,78.05,6.49,,
116,04/23/2021 02:19:31,10.11,78.25,6.51,,
117,04/23/2021 02:24:31,10.07,78.52,6.51,,
118,04/23/2021 02:29:31,10.05,78.67,6.52,,
119,04/23/2021 02:34:31,10.00,78.76,6.50,,
120,04/23/2021 02:39:31,9.93,78.80,6.43,,
121,04/23/2021 02:44:31,9.81,78.67,6.29,,
122,04/23/2021 02:49:31,9.77,79.56,6.41,,
123,04/23/2021 02:54:31,9.72,79.44,6.35,,
124,04/23/2021 02:59:31,9.60,79.83,6.30,,
125,04/23/2021 03:04:31,9.48,79.54,6.13,,
126,04/23/2021 03:09:31,9.32,80.34,6.12,,
127,04/23/2021 03:14:31,9.22,80.67,6.08,,
128,04/23/2021 03:19:31,9.03,80.47,5.86,,
129,04/23/2021 03:24:31,8.86,81.70,5.91,,
130,04/23/2021 03:29:31,8.73,81.63,5.77,,
131,04/23/2021 03:34:31,8.57,82.87,5.83,,
132,04/23/2021 03:39:31,8.37,82.47,5.57,,
133,04/23/2021 03:44:31,8.28,84.17,5.77,,
134,04/23/2021 03:49:31,8.28,84.18,5.77,,
135,04/23/2021 03:54:31,8.30,84.11,5.78,,
136,04/23/2021 03:59:31,8.21,83.75,5.64,,
137,04/23/2021 04:04:31,8.12,84.67,5.70,,
138,04/23/2021 04:09:31,8.21,84.52,5.77,,
139,04/23/2021 04:14:31,8.18,83.99,5.65,,
140,04/23/2021 04:19:31,8.16,84.12,5.65,,
141,04/23/2021 04:24:31,8.05,84.27,5.57,,
142,04/23/2021 04:29:31,8.03,84.93,5.66,,
143,04/23/2021 04:34:31,7.98,84.76,5.58,,
144,04/23/2021 04:39:31,7.86,84.65,5.44,,
145,04/23/2021 04:44:31,7.79,85.30,5.49,,
146,04/23/2021 04:49:31,7.78,85.24,5.47,,
147,04/23/2021 04:54:31,7.69,84.00,5.16,,
148,04/23/2021 04:59:31,7.55,85.77,5.33,,
149,04/23/2021 05:04:31,7.44,86.40,5.33,,
150,04/23/2021 05:09:31,7.48,86.08,5.31,,
151,04/23/2021 05:14:31,7.38,85.38,5.09,,
152,04/23/2021 05:19:31,7.20,85.05,4.87,,
153,04/23/2021 05:24:31,7.04,85.16,4.73,,
154,04/23/2021 05:29:31,6.87,84.59,4.46,,
155,04/23/2021 05:34:31,6.74,88.11,4.92,,
156,04/23/2021 05:39:31,6.82,87.59,4.91,,
157,04/23/2021 05:44:31,6.71,86.80,4.67,,
158,04/23/2021 05:49:31,6.59,88.40,4.82,,
159,04/23/2021 05:54:31,6.57,89.31,4.95,,
160,04/23/2021 05:59:31,6.72,89.12,5.06,,
161,04/23/2021 06:04:31,6.66,89.40,5.04,,
162,04/23/2021 06:09:31,6.55,89.78,5.00,,
163,04/23/2021 06:14:31,6.52,90.28,5.05,,
164,04/23/2021 06:19:31,6.53,90.37,5.07,,
165,04/23/2021 06:24:31,6.61,90.52,5.18,,
166,04/23/2021 06:29:31,6.64,90.46,5.19,,
167,04/23/2021 06:34:31,6.63,90.48,5.18,,
168,04/23/2021 06:39:31,6.63,90.75,5.23,,
169,04/23/2021 06:44:31,6.76,91.03,5.41,,
170,04/23/2021 06:49:31,6.89,90.93,5.52,,
171,04/23/2021 06:54:31,7.15,91.06,5.80,,
172,04/23/2021 06:59:31,7.46,90.24,5.97,,
173,04/23/2021 07:04:31,7.76,89.63,6.17,,
174,04/23/2021 07:09:31,8.14,88.92,6.43,,
175,04/23/2021 07:14:31,8.53,87.69,6.62,,
176,04/23/2021 07:19:31,8.90,86.37,6.76,,
177,04/23/2021 07:24:31,9.19,85.22,6.85,,
178,04/23/2021 07:29:31,9.49,84.68,7.05,,
179,04/23/2021 07:34:31,9.80,83.64,7.17,,
180,04/23/2021 07:39:31,10.07,82.84,7.30,,
181,04/23/2021 07:44:31,10.40,81.88,7.45,,
182,04/23/2021 07:49:31,10.70,80.96,7.58,,
183,04/23/2021 07:54:31,11.02,79.74,7.67,,
184,04/23/2021 07:59:31,11.25,78.91,7.74,,
185,04/23/2021 08:04:31,11.56,78.31,7.93,,
186,04/23/2021 08:09:31,11.78,76.32,7.77,,
187,04/23/2021 08:14:31,11.98,76.73,8.03,,
188,04/23/2021 08:19:31,12.30,75.34,8.07,,
189,04/23/2021 08:24:31,12.72,74.54,8.32,,
190,04/23/2021 08:29:31,12.90,73.20,8.23,,
191,04/23/2021 08:34:31,12.99,73.01,8.28,,
192,04/23/2021 08:39:31,13.23,70.86,8.07,,
193,04/23/2021 08:44:31,13.44,70.45,8.18,,
194,04/23/2021 08:49:31,13.64,69.72,8.23,,
195,04/23/2021 08:54:31,13.90,68.79,8.27,,
196,04/23/2021 08:59:31,14.01,67.50,8.11,,
197,04/23/2021 09:04:31,14.34,67.45,8.40,,
198,04/23/2021 09:09:31,14.57,65.58,8.21,,
199,04/23/2021 09:14:31,14.83,65.14,8.36,,
200,04/23/2021 09:19:31,14.78,64.85,8.24,,
201,04/23/2021 09:24:31,14.91,64.49,8.28,,
202,04/23/2021 09:29:31,14.97,64.31,8.30,,
203,04/23/2021 09:34:31,15.07,64.41,8.42,,
204,04/23/2021 09:39:31,15.41,63.42,8.52,,
205,04/23/2021 09:44:31,15.69,62.78,8.63,,
206,04/23/2021 09:49:31,15.99,61.53,8.62,,
207,04/23/2021 09:54:31,16.32,60.59,8.70,,
208,04/23/2021 09:59:31,17.00,58.35,8.78,,
209,04/23/2021 10:04:31,16.99,58.10,8.71,,
210,04/23/2021 10:09:31,17.35,56.84,8.72,,
211,04/23/2021 10:14:31,17.90,55.62,8.91,,
212,04/23/2021 10:19:31,17.74,55.95,8.85,,
213,04/23/2021 10:24:31,17.76,55.01,8.62,,
214,04/23/2021 10:29:31,18.29,54.01,8.85,,
215,04/23/2021 10:34:31,18.26,53.98,8.81,,
216,04/23/2021 10:39:31,18.70,53.28,9.02,,
217,04/23/2021 10:44:31,19.05,52.68,9.17,,
218,04/23/2021 10:49:31,19.42,51.05,9.05,,
219,04/23/2021 10:54:31,19.11,51.70,8.95,,
220,04/23/2021 10:59:31,19.28,51.39,9.02,,
221,04/23/2021 11:04:31,19.39,52.16,9.34,,
222,04/23/2021 11:09:31,19.80,50.90,9.36,,
223,04/23/2021 11:14:31,20.25,48.67,9.10,,
224,04/23/2021 11:19:31,20.64,48.81,9.51,,
225,04/23/2021 11:24:31,20.79,47.31,9.19,,
226,04/23/2021 11:29:31,21.39,46.61,9.51,,
227,04/23/2021 11:34:31,21.38,46.27,9.39,,
228,04/23/2021 11:39:31,21.93,45.49,9.64,,
229,04/23/2021 11:44:31,22.42,44.19,9.65,,
230,04/23/2021 11:49:31,22.64,43.06,9.46,,
231,04/23/2021 11:54:31,22.75,43.34,9.65,,
232,04/23/2021 11:59:31,22.86,42.27,9.39,,
233,04/23/2021 12:04:31,22.94,42.14,9.41,,
234,04/23/2021 12:09:31,23.47,41.71,9.74,,
235,04/23/2021 12:14:31,23.28,42.22,9.75,,
236,04/23/2021 12:19:31,23.69,41.54,9.87,,
237,04/23/2021 12:24:31,24.04,40.82,9.93,,
238,04/23/2021 12:29:31,24.44,40.47,10.15,,
239,04/23/2021 12:34:31,24.08,40.83,9.96,,
240,04/23/2021 12:39:31,24.17,39.96,9.72,,
241,04/23/2021 12:44:31,24.01,40.29,9.70,,
242,04/23/2021 12:49:31,24.33,39.82,9.82,,
243,04/23/2021 12:54:31,24.64,38.34,9.53,,
244,04/23/2021 12:59:31,24.53,38.00,9.29,,
245,04/23/2021 13:04:31,24.79,38.62,9.77,,
246,04/23/2021 13:09:31,24.68,37.54,9.24,,
247,04/23/2021 13:14:31,25.09,39.00,10.18,,
248,04/23/2021 13:19:31,25.47,37.60,9.97,,
249,04/23/2021 13:24:31,25.19,37.54,9.70,,
250,04/23/2021 13:29:31,25.33,37.11,9.65,,
251,04/23/2021 13:34:31,25.02,37.40,9.49,,
252,04/23/2021 13:39:31,25.29,38.17,10.03,,
253,04/23/2021 13:44:31,25.13,37.49,9.62,,
254,04/23/2021 13:49:31,25.50,37.54,9.98,,
255,04/23/2021 13:54:31,25.71,36.29,9.65,,
256,04/23/2021 13:59:31,25.96,36.50,9.97,,
257,04/23/2021 14:04:31,26.03,36.47,10.01,,
258,04/23/2021 14:09:31,25.97,36.37,9.92,,
259,04/23/2021 14:14:31,25.53,36.36,9.53,,
260,04/23/2021 14:19:31,25.69,36.58,9.76,,
261,04/23/2021 14:24:31,25.77,36.42,9.76,,
262,04/23/2021 14:29:31,25.91,36.50,9.92,,
263,04/23/2021 14:34:31,25.87,37.16,10.15,,
264,04/23/2021 14:39:31,25.78,36.09,9.63,,
265,04/23/2021 14:44:31,26.19,35.91,9.92,,
266,04/23/2021 14:49:31,26.42,34.73,9.63,,
267,04/23/2021 14:54:31,26.23,35.14,9.64,,
268,04/23/2021 14:59:31,25.82,35.75,9.53,,
269,04/23/2021 15:04:31,25.98,36.25,9.88,,
270,04/23/2021 15:09:31,25.83,35.03,9.24,,
271,04/23/2021 15:14:31,25.97,35.23,9.45,,
272,04/23/2021 15:19:31,25.94,34.41,9.07,,
273,04/23/2021 15:24:31,25.74,35.40,9.31,,
274,04/23/2021 15:29:31,25.74,36.19,9.64,,
275,04/23/2021 15:34:31,25.74,36.29,9.68,,
276,04/23/2021 15:39:31,25.67,36.32,9.64,,
277,04/23/2021 15:44:31,25.72,35.67,9.41,,
278,04/23/2021 15:49:31,25.72,36.75,9.85,,
279,04/23/2021 15:54:31,25.53,36.17,9.45,,
280,04/23/2021 15:59:31,25.38,36.82,9.58,,
281,04/23/2021 16:04:31,25.39,37.55,9.89,,
282,04/23/2021 16:09:31,25.38,37.46,9.84,,
283,04/23/2021 16:14:31,25.30,38.23,10.07,,
284,04/23/2021 16:19:31,25.57,38.12,10.26,,
285,04/23/2021 16:24:31,25.43,38.76,10.39,,
286,04/23/2021 16:29:31,25.27,39.11,10.38,,
287,04/23/2021 16:34:31,25.28,39.05,10.37,,
288,04/23/2021 16:39:31,25.16,40.12,10.67,,
289,04/23/2021 16:44:31,24.95,39.76,10.35,,
290,04/23/2021 16:49:31,24.50,40.37,10.17,,
291,04/23/2021 16:54:31,24.04,41.53,10.19,,
292,04/23/2021 16:59:31,23.80,42.13,10.18,,
293,04/23/2021 17:04:31,23.47,41.85,9.79,,
294,04/23/2021 17:09:31,23.06,43.59,10.02,,
295,04/23/2021 17:14:31,22.49,44.03,9.66,,
296,04/23/2021 17:19:31,22.17,45.16,9.74,,
297,04/23/2021 17:24:31,22.06,45.17,9.65,,
298,04/23/2021 17:29:31,21.55,45.79,9.39,,
299,04/23/2021 17:34:31,21.36,46.61,9.48,,
300,04/23/2021 17:39:31,21.23,46.42,9.30,,
301,04/23/2021 17:44:31,21.06,46.90,9.30,,
302,04/23/2021 17:49:31,20.86,47.31,9.24,,
303,04/23/2021 17:54:31,20.55,47.94,9.16,,
304,04/23/2021 17:59:31,20.45,48.31,9.18,,
305,04/23/2021 18:04:31,20.36,48.46,9.15,,
306,04/23/2021 18:09:31,20.18,49.10,9.18,,
307,04/23/2021 18:14:31,19.92,49.25,8.99,,
308,04/23/2021 18:19:31,19.66,50.21,9.02,,
309,04/23/2021 18:24:31,19.38,50.87,8.96,,
310,04/23/2021 18:29:31,19.07,50.85,8.67,,
311,04/23/2021 18:34:31,18.81,51.14,8.52,,
312,04/23/2021 18:39:31,18.51,51.43,8.32,,
313,04/23/2021 18:44:31,18.36,51.72,8.27,,
314,04/23/2021 18:49:31,18.12,52.02,8.13,,
315,04/23/2021 18:54:31,17.97,52.31,8.08,,
316,04/23/2021 18:59:31,17.89,52.28,7.99,,
317,04/23/2021 19:04:31,17.88,51.84,7.85,,
318,04/23/2021 19:09:31,17.69,51.34,7.54,,
319,04/23/2021 19:14:31,17.50,51.28,7.35,,
320,04/23/2021 19:19:31,17.31,51.08,7.11,,
321,04/23/2021 19:24:31,17.03,50.90,6.80,,
322,04/23/2021 19:29:31,16.65,51.51,6.63,,
323,04/23/2021 19:34:31,16.30,52.61,6.61,,
324,04/23/2021 19:39:31,16.04,54.02,6.76,,
325,04/23/2021 19:44:31,15.87,55.01,6.86,,
326,04/23/2021 19:49:31,15.69,55.64,6.86,,
327,04/23/2021 19:54:31,15.53,56.37,6.90,,
328,04/23/2021 19:59:31,15.42,56.73,6.89,,
329,04/23/2021 20:04:31,15.30,57.19,6.90,,
330,04/23/2021 20:09:31,15.24,57.76,6.98,,
331,04/23/2021 20:14:31,15.08,58.41,6.99,,
332,04/23/2021 20:19:31,15.02,58.71,7.02,,
333,04/23/2021 20:24:31,14.95,59.01,7.02,,
334,04/23/2021 20:29:31,14.85,59.31,7.00,,
335,04/23/2021 20:34:31,14.77,59.50,6.97,,
336,04/23/2021 20:39:31,14.60,59.84,6.90,,
337,04/23/2021 20:44:31,14.54,60.35,6.96,,
338,04/23/2021 20:49:31,14.36,60.66,6.87,,
339,04/23/2021 20:54:31,14.17,61.35,6.85,,
340,04/23/2021 20:59:31,13.91,62.13,6.79,,
341,04/23/2021 21:04:31,13.74,62.89,6.81,,
342,04/23/2021 21:09:31,13.52,63.21,6.68,,
343,04/23/2021 21:14:31,13.39,63.77,6.68,,
344,04/23/2021 21:19:31,13.32,63.79,6.62,,
345,04/23/2021 21:24:31,13.25,64.08,6.62,,
346,04/23/2021 21:29:31,13.31,64.04,6.66,,
347,04/23/2021 21:34:31,13.38,63.69,6.65,,
348,04/23/2021 21:39:31,13.34,63.97,6.68,,
349,04/23/2021 21:44:31,13.39,63.69,6.67,,
350,04/23/2021 21:49:31,13.29,64.03,6.64,,
351,04/23/2021 21:54:31,13.24,64.05,6.60,,
352,04/23/2021 21:59:31,13.20,64.21,6.60,,
353,04/23/2021 22:04:31,13.14,64.41,6.59,,
354,04/23/2021 22:09:31,12.99,64.49,6.46,,
355,04/23/2021 22:14:31,12.94,64.84,6.50,,
356,04/23/2021 22:19:31,12.78,65.44,6.48,,
357,04/23/2021 22:24:31,12.61,65.95,6.43,,
358,04/23/2021 22:29:31,12.58,66.24,6.46,,
359,04/23/2021 22:34:31,12.47,66.49,6.41,,
360,04/23/2021 22:39:31,12.38,66.45,6.32,,
361,04/23/2021 22:44:31,12.41,66.06,6.26,,
362,04/23/2021 22:49:31,12.43,65.43,6.14,,
363,04/23/2021 22:54:31,12.45,65.09,6.08,,
364,04/23/2021 22:59:31,12.49,65.06,6.12,,
365,04/23/2021 23:04:31,12.59,64.97,6.19,,
366,04/23/2021 23:09:31,12.64,64.88,6.22,,
367,04/23/2021 23:14:31,12.66,65.31,6.34,,
368,04/23/2021 23:19:31,12.53,65.56,6.27,,
369,04/23/2021 23:24:31,12.44,66.15,6.31,,
370,04/23/2021 23:29:31,12.42,66.27,6.31,,
371,04/23/2021 23:34:31,12.40,66.40,6.32,,
372,04/23/2021 23:39:31,12.35,66.30,6.26,,
373,04/23/2021 23:44:31,12.41,65.77,6.20,,
374,04/23/2021 23:49:31,12.47,65.68,6.24,,
375,04/23/2021 23:54:31,12.45,66.19,6.33,,
376,04/23/2021 23:59:31,12.47,65.77,6.26,,
377,04/24/2021 00:04:31,12.53,65.58,6.28,,
378,04/24/2021 00:09:31,12.51,65.56,6.25,,
379,04/24/2021 00:14:31,12.45,65.77,6.24,,
380,04/24/2021 00:19:31,12.43,65.80,6.22,,
381,04/24/2021 00:24:31,12.43,65.55,6.17,,
382,04/24/2021 00:29:31,12.43,65.53,6.16,,
383,04/24/2021 00:34:31,12.44,65.28,6.12,,
384,04/24/2021 00:39:31,12.40,65.43,6.11,,
385,04/24/2021 00:44:31,12.28,65.88,6.10,,
386,04/24/2021 00:49:31,12.13,66.52,6.09,,
387,04/24/2021 00:54:31,12.00,66.94,6.06,,
388,04/24/2021 00:59:31,11.83,67.68,6.06,,
389,04/24/2021 01:04:31,11.73,68.04,6.04,,
390,04/24/2021 01:09:31,11.60,68.78,6.07,,
391,04/24/2021 01:14:31,11.51,69.27,6.08,,
392,04/24/2021 01:19:31,11.42,69.59,6.07,,
393,04/24/2021 01:24:31,11.33,69.66,6.00,,
394,04/24/2021 01:29:31,11.31,69.65,5.98,,
395,04/24/2021 01:34:31,11.37,69.64,6.03,,
396,04/24/2021 01:39:31,11.39,69.61,6.04,,
397,04/24/2021 01:44:31,11.34,69.66,6.01,,
398,04/24/2021 01:49:31,11.31,69.83,6.02,,
399,04/24/2021 01:54:31,11.40,69.62,6.06,,
400,04/24/2021 01:59:31,11.37,69.48,5.99,,
401,04/24/2021 02:04:31,11.36,69.33,5.95,,
402,04/24/2021 02:09:31,11.31,69.68,5.98,,
403,04/24/2021 02:14:31,11.28,70.18,6.06,,
404,04/24/2021 02:19:31,11.26,70.34,6.07,,
405,04/24/2021 02:24:31,11.25,70.40,6.07,,
406,04/24/2021 02:29:31,11.23,70.20,6.01,,
407,04/24/2021 02:34:31,11.32,69.02,5.86,,
408,04/24/2021 02:39:31,11.47,67.52,5.68,,
409,04/24/2021 02:44:31,11.53,67.00,5.62,,
410,04/24/2021 02:49:31,11.55,66.70,5.58,,
411,04/24/2021 02:54:31,11.48,66.89,5.56,,
412,04/24/2021 02:59:31,11.36,67.06,5.47,,
413,04/24/2021 03:04:31,11.24,67.48,5.45,,
414,04/24/2021 03:09:31,11.16,67.88,5.46,,
415,04/24/2021 03:14:31,11.16,68.19,5.53,,
416,04/24/2021 03:19:31,11.28,67.83,5.57,,
417,04/24/2021 03:24:31,11.31,67.47,5.52,,
418,04/24/2021 03:29:31,11.36,67.52,5.57,,
419,04/24/2021 03:34:31,11.31,67.82,5.59,,
420,04/24/2021 03:39:31,11.24,68.16,5.60,,
421,04/24/2021 03:44:31,11.14,68.38,5.55,,
422,04/24/2021 03:49:31,11.04,68.41,5.46,,
423,04/24/2021 03:54:31,10.93,68.48,5.37,,
424,04/24/2021 03:59:31,10.83,68.86,5.35,,
425,04/24/2021 04:04:31,10.81,69.00,5.36,,
426,04/24/2021 04:09:31,10.71,68.85,5.24,,
427,04/24/2021 04:14:31,10.53,69.43,5.18,,
428,04/24/2021 04:19:31,10.55,69.83,5.29,,
429,04/24/2021 04:24:31,10.44,69.66,5.15,,
430,04/24/2021 04:29:31,10.37,69.85,5.11,,
431,04/24/2021 04:34:31,10.34,70.63,5.24,,
432,04/24/2021 04:39:31,10.34,70.65,5.25,,
433,04/24/2021 04:44:31,10.34,70.97,5.31,,
434,04/24/2021 04:49:31,10.30,71.28,5.34,,
435,04/24/2021 04:54:31,10.29,71.36,5.35,,
436,04/24/2021 04:59:31,10.29,70.98,5.27,,
437,04/24/2021 05:04:31,10.24,71.01,5.23,,
438,04/24/2021 05:09:31,10.12,71.19,5.15,,
439,04/24/2021 05:14:31,10.10,71.46,5.18,,
440,04/24/2021 05:19:31,10.04,71.71,5.17,,
441,04/24/2021 05:24:31,9.95,71.89,5.13,,
442,04/24/2021 05:29:31,9.93,72.07,5.14,,
443,04/24/2021 05:34:31,9.94,71.90,5.12,,
444,04/24/2021 05:39:31,9.93,71.78,5.08,,
445,04/24/2021 05:44:31,10.03,71.54,5.13,,
446,04/24/2021 05:49:31,10.11,71.41,5.19,,
447,04/24/2021 05:54:31,10.15,70.68,5.08,,
448,04/24/2021 05:59:31,10.15,70.70,5.08,,
449,04/24/2021 06:04:31,10.10,70.55,5.00,,
450,04/24/2021 06:09:31,10.03,71.27,5.07,,
451,04/24/2021 06:14:31,10.13,70.64,5.05,,
452,04/24/2021 06:19:31,10.23,71.05,5.23,,
453,04/24/2021 06:24:31,10.28,71.18,5.30,,
454,04/24/2021 06:29:31,10.34,70.82,5.28,,
455,04/24/2021 06:34:31,10.45,70.87,5.41,,
456,04/24/2021 06:39:31,10.69,68.54,5.15,,
457,04/24/2021 06:44:31,10.84,68.46,5.28,,
458,04/24/2021 06:49:31,11.01,67.10,5.15,,
459,04/24/2021 06:54:31,11.24,66.18,5.17,,
460,04/24/2021 06:59:31,11.39,65.47,5.16,,
461,04/24/2021 07:04:31,11.52,65.41,5.27,,
462,04/24/2021 07:09:31,11.57,65.03,5.23,,
463,04/24/2021 07:14:31,11.68,64.74,5.27,,
464,04/24/2021 07:19:31,11.73,65.36,5.46,,
465,04/24/2021 07:24:31,11.71,65.32,5.43,,
466,04/24/2021 07:29:31,11.79,65.43,5.54,,
467,04/24/2021 07:34:31,11.96,63.59,5.28,,
468,04/24/2021 07:39:31,12.11,62.83,5.25,,
469,04/24/2021 07:44:31,12.07,65.16,5.74,,
470,04/24/2021 07:49:31,12.05,64.45,5.56,,
471,04/24/2021 07:54:31,12.18,64.05,5.60,,
472,04/24/2021 07:59:31,12.21,64.13,5.65,,
473,04/24/2021 08:04:31,12.20,64.41,5.70,,
474,04/24/2021 08:09:31,12.28,64.66,5.82,,
475,04/24/2021 08:14:31,12.41,64.44,5.90,,
476,04/24/2021 08:19:31,12.34,64.37,5.82,,
477,04/24/2021 08:24:31,12.46,63.47,5.73,,
478,04/24/2021 08:29:31,12.71,62.92,5.84,,
