#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
125,04/23/2021 23:28:51,11.38,72.49,6.62,,
126,04/23/2021 23:33:51,11.29,72.90,6.62,,
127,04/23/2021 23:38:51,11.26,72.95,6.60,,
128,04/23/2021 23:43:51,11.31,72.58,6.58,,
129,04/23/2021 23:48:51,11.33,72.58,6.60,,
130,04/23/2021 23:53:51,11.28,73.14,6.66,,
131,04/23/2021 23:58:51,11.31,72.39,6.54,,
132,04/24/2021 00:03:51,11.44,72.11,6.61,,
133,04/24/2021 00:08:51,11.43,71.95,6.56,,
134,04/24/2021 00:13:51,11.44,71.54,6.49,,
135,04/24/2021 00:18:51,11.47,71.72,6.56,,
136,04/24/2021 00:23:51,11.41,72.31,6.62,,
137,04/24/2021 00:28:51,11.29,72.38,6.52,,
138,04/24/2021 00:33:51,11.24,72.52,6.49,,
139,04/24/2021 00:38:51,11.19,72.95,6.54,,
140,04/24/2021 00:43:51,11.13,73.16,6.52,,
141,04/24/2021 00:48:51,11.03,73.51,6.49,,
142,04/24/2021 00:53:51,10.94,73.79,6.45,,
143,04/24/2021 00:58:51,10.87,74.27,6.49,,
144,04/24/2021 01:03:51,10.78,74.77,6.49,,
145,04/24/2021 01:08:51,10.68,75.41,6.52,,
146,04/24/2021 01:13:51,10.60,75.60,6.48,,
147,04/24/2021 01:18:51,10.52,75.75,6.43,,
148,04/24/2021 01:23:51,10.44,76.12,6.43,,
149,04/24/2021 01:28:51,10.37,76.30,6.39,,
150,04/24/2021 01:33:51,10.30,76.44,6.35,,
151,04/24/2021 01:38:51,10.29,76.31,6.32,,
152,04/24/2021 01:43:51,10.28,76.73,6.39,,
153,04/24/2021 01:48:51,10.25,76.85,6.38,,
154,04/24/2021 01:53:51,10.30,76.79,6.42,,
155,04/24/2021 01:58:51,10.33,76.53,6.39,,
156,04/24/2021 02:03:51,10.33,76.35,6.36,,
157,04/24/2021 02:08:51,10.29,76.19,6.30,,
158,04/24/2021 02:13:51,10.27,76.15,6.27,,
159,04/24/2021 02:18:51,10.29,76.30,6.32,,
160,04/24/2021 02:23:51,10.29,76.36,6.33,,
161,04/24/2021 02:28:51,10.35,76.44,6.40,,
162,04/24/2021 02:33:51,10.39,76.14,6.38,,
163,04/24/2021 02:38:51,10.49,75.54,6.36,,
164,04/24/2021 02:43:51,10.57,74.64,6.27,,
165,04/24/2021 02:48:51,10.64,74.19,6.24,,
166,04/24/2021 02:53:51,10.60,74.88,6.35,,
167,04/24/2021 02:58:51,10.57,75.85,6.50,,
168,04/24/2021 03:03:51,10.58,76.73,6.68,,
169,04/24/2021 03:08:51,10.59,76.23,6.59,,
170,04/24/2021 03:13:51,10.64,76.18,6.63,,
171,04/24/2021 03:18:51,10.67,76.08,6.64,,
172,04/24/2021 03:23:51,10.73,75.75,6.64,,
173,04/24/2021 03:28:51,10.77,75.71,6.66,,
174,04/24/2021 03:33:51,10.72,75.66,6.61,,
175,04/24/2021 03:38:51,10.69,75.52,6.55,,
176,04/24/2021 03:43:51,10.60,75.63,6.49,,
177,04/24/2021 03:48:51,10.51,76.06,6.48,,
178,04/24/2021 03:53:51,10.45,76.33,6.48,,
179,04/24/2021 03:58:51,10.34,77.01,6.49,,
180,04/24/2021 04:03:51,10.25,77.17,6.44,,
181,04/24/2021 04:08:51,10.19,77.10,6.36,,
182,04/24/2021 04:13:51,10.08,77.28,6.29,,
183,04/24/2021 04:18:51,9.97,77.37,6.21,,
184,04/24/2021 04:23:51,10.01,77.04,6.19,,
185,04/24/2021 04:28:51,9.97,76.73,6.09,,
186,04/24/2021 04:33:51,10.00,76.58,6.09,,
187,04/24/2021 04:38:51,10.05,76.28,6.07,,
188,04/24/2021 04:43:51,10.03,76.24,6.05,,
189,04/24/2021 04:48:51,9.94,76.35,5.98,,
190,04/24/2021 04:53:51,9.84,76.57,5.93,,
191,04/24/2021 04:58:51,9.83,76.51,5.91,,
192,04/24/2021 05:03:51,9.75,76.48,5.82,,
193,04/24/2021 05:08:51,9.68,76.72,5.80,,
194,04/24/2021 05:13:51,9.65,76.58,5.75,,
195,04/24/2021 05:18:51,9.53,76.66,5.65,,
196,04/24/2021 05:23:51,9.53,77.06,5.72,,
197,04/24/2021 05:28:51,9.49,77.11,5.69,,
198,04/24/2021 05:33:51,9.49,76.98,5.66,,
199,04/24/2021 05:38:51,9.53,76.83,5.68,,
200,04/24/2021 05:43:51,9.54,76.74,5.67,,
201,04/24/2021 05:48:51,9.64,76.17,5.66,,
202,04/24/2021 05:53:51,9.71,75.66,5.63,,
203,04/24/2021 05:58:51,9.75,75.74,5.68,,
204,04/24/2021 06:03:51,9.84,75.69,5.76,,
205,04/24/2021 06:08:51,9.89,75.70,5.81,,
206,04/24/2021 06:13:51,9.93,75.85,5.88,,
207,04/24/2021 06:18:51,9.98,75.69,5.90,,
208,04/24/2021 06:23:51,10.06,75.28,5.89,,
209,04/24/2021 06:28:51,10.05,75.11,5.85,,
210,04/24/2021 06:33:51,10.10,75.06,5.89,,
211,04/24/2021 06:38:51,10.18,74.66,5.89,,
212,04/24/2021 06:43:51,10.24,74.35,5.89,,
213,04/24/2021 06:48:51,10.31,73.87,5.87,,
214,04/24/2021 06:53:51,10.42,73.66,5.93,,
215,04/24/2021 06:58:51,10.46,73.39,5.92,,
216,04/24/2021 07:03:51,10.62,72.84,5.96,,
217,04/24/2021 07:08:51,10.72,72.34,5.96,,
218,04/24/2021 07:13:51,10.82,71.98,5.98,,
219,04/24/2021 07:18:51,10.88,71.74,5.99,,
220,04/24/2021 07:23:51,10.93,71.88,6.06,,
221,04/24/2021 07:28:51,10.99,72.20,6.19,,
222,04/24/2021 07:33:51,11.02,71.46,6.07,,
223,04/24/2021 07:38:51,11.10,71.33,6.12,,
224,04/24/2021 07:43:51,11.18,71.10,6.15,,
225,04/24/2021 07:48:51,11.24,70.94,6.17,,
226,04/24/2021 07:53:51,11.30,70.89,6.22,,
227,04/24/2021 07:58:51,11.31,70.63,6.18,,
228,04/24/2021 08:03:51,11.38,70.34,6.18,,
229,04/24/2021 08:08:51,11.42,70.47,6.25,,
230,04/24/2021 08:13:51,11.49,70.08,6.24,,
231,04/24/2021 08:18:51,11.61,69.63,6.26,,
232,04/24/2021 08:23:51,11.71,69.86,6.40,,
233,04/24/2021 08:28:51,11.83,69.35,6.41,,
234,04/24/2021 08:33:51,12.00,69.23,6.55,,
235,04/24/2021 08:38:51,12.16,68.79,6.61,,
236,04/24/2021 08:43:51,12.22,68.63,6.64,,
237,04/24/2021 08:48:51,12.44,68.35,6.78,,
238,04/24/2021 08:53:51,12.63,67.49,6.79,,
239,04/24/2021 08:58:51,12.80,67.15,6.87,,
240,04/24/2021 09:03:51,13.14,66.51,7.05,,
241,04/24/2021 09:08:51,13.38,65.25,7.01,,
242,04/24/2021 09:13:51,13.76,64.84,7.27,,
243,04/24/2021 09:18:51,14.18,62.19,7.06,,
244,04/24/2021 09:23:51,14.36,63.67,7.58,,
245,04/24/2021 09:28:51,14.92,60.29,7.30,,
246,04/24/2021 09:33:51,14.78,59.23,6.92,,
247,04/24/2021 09:38:51,15.23,59.52,7.41,,
248,04/24/2021 09:43:51,16.40,55.99,7.61,,
249,04/24/2021 09:48:51,16.48,54.57,7.31,,
250,04/24/2021 09:53:51,16.47,53.18,6.93,,
251,04/24/2021 09:58:51,16.69,54.31,7.43,,
252,04/24/2021 10:03:51,16.89,51.92,6.97,,
253,04/24/2021 10:08:51,17.09,51.23,6.96,,
254,04/24/2021 10:13:51,17.15,51.69,7.14,,
255,04/24/2021 10:18:51,16.80,52.06,6.93,,
256,04/24/2021 10:23:51,16.86,50.51,6.53,,
257,04/24/2021 10:28:51,16.78,52.91,7.14,,
258,04/24/2021 10:33:51,16.67,51.83,6.74,,
259,04/24/2021 10:38:51,16.69,51.86,6.76,,
260,04/24/2021 10:43:51,16.70,52.98,7.08,,
261,04/24/2021 10:48:51,16.90,50.69,6.62,,
262,04/24/2021 10:53:51,16.88,52.06,6.99,,
263,04/24/2021 10:58:51,16.86,50.54,6.54,,
264,04/24/2021 11:03:51,17.39,50.27,6.96,,
265,04/24/2021 11:08:51,18.69,46.23,6.93,,
266,04/24/2021 11:13:51,18.91,44.54,6.58,,
267,04/24/2021 11:18:51,20.20,40.83,6.49,,
268,04/24/2021 11:23:51,20.01,41.72,6.63,,
269,04/24/2021 11:28:51,20.65,39.90,6.56,,
270,04/24/2021 11:33:51,20.71,38.43,6.06,,
271,04/24/2021 11:38:51,20.48,38.96,6.06,,
272,04/24/2021 11:43:51,20.85,37.55,5.85,,
273,04/24/2021 11:48:51,21.42,36.25,5.84,,
274,04/24/2021 11:53:51,21.97,33.42,5.16,,
275,04/24/2021 11:58:51,22.11,33.20,5.19,,
276,04/24/2021 12:03:51,22.24,30.40,4.04,,
277,04/24/2021 12:08:51,22.41,33.32,5.51,,
278,04/24/2021 12:13:51,22.63,31.88,5.06,,
279,04/24/2021 12:18:51,21.98,33.11,5.04,,
280,04/24/2021 12:23:51,21.09,35.22,5.14,,
281,04/24/2021 12:28:51,22.07,33.10,5.11,,
282,04/24/2021 12:33:51,22.62,31.86,5.04,,
283,04/24/2021 12:38:51,23.10,31.51,5.30,,
284,04/24/2021 12:43:51,23.58,30.25,5.13,,
285,04/24/2021 12:48:51,23.52,31.48,5.65,,
286,04/24/2021 12:53:51,23.67,32.46,6.22,,
287,04/24/2021 12:58:51,23.87,31.55,5.99,,
288,04/24/2021 13:03:51,23.94,30.33,5.48,,
289,04/24/2021 13:08:51,24.17,30.19,5.61,,
290,04/24/2021 13:13:51,24.04,31.32,6.04,,
291,04/24/2021 13:18:51,24.56,31.46,6.54,,
292,04/24/2021 13:23:51,24.15,31.35,6.14,,
293,04/24/2021 13:28:51,23.87,32.73,6.52,,
294,04/24/2021 13:33:51,24.55,30.00,5.85,,
295,04/24/2021 13:38:51,24.38,30.53,5.95,,
296,04/24/2021 13:43:51,24.62,30.97,6.37,,
297,04/24/2021 13:48:51,23.92,30.86,5.72,,
298,04/24/2021 13:53:51,24.46,30.65,6.08,,
299,04/24/2021 13:58:51,24.46,30.68,6.10,,
300,04/24/2021 14:03:51,24.27,31.15,6.15,,
301,04/24/2021 14:08:51,24.38,31.41,6.36,,
302,04/24/2021 14:13:51,24.39,30.80,6.09,,
303,04/24/2021 14:18:51,24.46,30.84,6.17,,
304,04/24/2021 14:23:51,24.68,29.37,5.65,,
305,04/24/2021 14:28:51,24.59,30.75,6.24,,
306,04/24/2021 14:33:51,25.00,31.00,6.71,,
307,04/24/2021 14:38:51,24.48,31.15,6.33,,
308,04/24/2021 14:43:51,24.51,31.40,6.48,,
309,04/24/2021 14:48:51,24.08,30.80,5.82,,
310,04/24/2021 14:53:51,23.81,32.25,6.25,,
311,04/24/2021 14:58:51,23.76,32.15,6.17,,
312,04/24/2021 15:03:51,23.85,32.49,6.40,,
313,04/24/2021 15:08:51,23.77,32.21,6.20,,
314,04/24/2021 15:13:51,23.55,33.05,6.38,,
315,04/24/2021 15:18:51,22.75,34.47,6.29,,
316,04/24/2021 15:23:51,22.51,35.41,6.47,,
317,04/24/2021 15:28:51,22.21,34.47,5.81,,
318,04/24/2021 15:33:51,22.06,35.06,5.93,,
319,04/24/2021 15:38:51,22.07,36.20,6.40,,
320,04/24/2021 15:43:51,21.98,35.78,6.16,,
321,04/24/2021 15:48:51,21.92,37.36,6.73,,
322,04/24/2021 15:53:51,22.46,36.14,6.72,,
323,04/24/2021 15:58:51,22.37,34.62,6.02,,
324,04/24/2021 16:03:51,22.11,35.03,5.97,,
325,04/24/2021 16:08:51,21.55,35.88,5.82,,
326,04/24/2021 16:13:51,21.22,37.34,6.10,,
327,04/24/2021 16:18:51,21.29,37.20,6.11,,
328,04/24/2021 16:23:51,20.95,37.27,5.84,,
329,04/24/2021 16:28:51,20.54,38.10,5.78,,
330,04/24/2021 16:33:51,20.32,38.99,5.93,,
331,04/24/2021 16:38:51,20.18,38.64,5.67,,
332,04/24/2021 16:43:51,20.04,39.18,5.75,,
333,04/24/2021 16:48:51,19.83,39.85,5.80,,
334,04/24/2021 16:53:51,19.73,40.44,5.92,,
335,04/24/2021 16:58:51,19.66,40.41,5.85,,
336,04/24/2021 17:03:51,19.41,40.68,5.72,,
337,04/24/2021 17:08:51,19.15,40.77,5.52,,
338,04/24/2021 17:13:51,18.97,41.54,5.63,,
339,04/24/2021 17:18:51,18.80,40.70,5.18,,
340,04/24/2021 17:23:51,18.61,41.44,5.27,,
341,04/24/2021 17:28:51,18.43,42.31,5.41,,
342,04/24/2021 17:33:51,18.20,42.91,5.40,,
343,04/24/2021 17:38:51,18.15,43.88,5.68,,
344,04/24/2021 17:43:51,18.00,44.25,5.67,,
345,04/24/2021 17:48:51,17.93,44.89,5.81,,
346,04/24/2021 17:53:51,17.80,44.76,5.65,,
347,04/24/2021 17:58:51,17.60,45.12,5.58,,
348,04/24/2021 18:03:51,17.45,45.90,5.69,,
349,04/24/2021 18:08:51,17.34,46.20,5.69,,
350,04/24/2021 18:13:51,17.18,46.50,5.63,,
351,04/24/2021 18:18:51,17.01,47.68,5.84,,
352,04/24/2021 18:23:51,16.86,48.58,5.97,,
353,04/24/2021 18:28:51,16.78,49.01,6.03,,
354,04/24/2021 18:33:51,16.70,49.14,5.99,,
355,04/24/2021 18:38:51,16.65,49.84,6.15,,
356,04/24/2021 18:43:51,16.56,50.64,6.29,,
357,04/24/2021 18:48:51,16.43,51.79,6.50,,
358,04/24/2021 18:53:51,16.26,52.21,6.46,,
359,04/24/2021 18:58:51,16.13,52.49,6.42,,
360,04/24/2021 19:03:51,15.96,52.65,6.30,,
361,04/24/2021 19:08:51,15.82,53.18,6.32,,
362,04/24/2021 19:13:51,15.66,54.45,6.51,,
363,04/24/2021 19:18:51,15.52,55.78,6.73,,
364,04/24/2021 19:23:51,15.37,56.29,6.73,,
365,04/24/2021 19:28:51,15.24,57.27,6.86,,
366,04/24/2021 19:33:51,15.09,57.49,6.77,,
367,04/24/2021 19:38:51,14.96,58.61,6.93,,
368,04/24/2021 19:43:51,14.89,59.57,7.11,,
369,04/24/2021 19:48:51,14.79,60.11,7.14,,
370,04/24/2021 19:53:51,14.65,60.88,7.20,,
371,04/24/2021 19:58:51,14.54,61.39,7.21,,
372,04/24/2021 20:03:51,14.44,61.90,7.24,,
373,04/24/2021 20:08:51,14.34,61.95,7.15,,
374,04/24/2021 20:13:51,14.21,62.00,7.05,,
375,04/24/2021 20:18:51,14.07,62.28,6.98,,
376,04/24/2021 20:23:51,13.98,62.39,6.93,,
377,04/24/2021 20:28:51,13.88,62.82,6.92,,
378,04/24/2021 20:33:51,13.83,62.68,6.85,,
379,04/24/2021 20:38:51,13.79,62.68,6.81,,
380,04/24/2021 20:43:51,13.74,63.09,6.85,,
381,04/24/2021 20:48:51,13.69,63.64,6.94,,
382,04/24/2021 20:53:51,13.61,64.20,6.99,,
383,04/24/2021 20:58:51,13.53,64.30,6.94,,
384,04/24/2021 21:03:51,13.52,64.57,6.99,,
385,04/24/2021 21:08:51,13.51,64.98,7.07,,
386,04/24/2021 21:13:51,13.49,65.51,7.17,,
387,04/24/2021 21:18:51,13.41,66.02,7.21,,
388,04/24/2021 21:23:51,13.37,66.32,7.24,,
389,04/24/2021 21:28:51,13.30,66.25,7.15,,
390,04/24/2021 21:33:51,13.30,65.78,7.05,,
391,04/24/2021 21:38:51,13.22,65.76,6.97,,
392,04/24/2021 21:43:51,13.19,65.98,6.99,,
393,04/24/2021 21:48:51,13.14,66.32,7.01,,
394,04/24/2021 21:53:51,13.09,66.64,7.04,,
395,04/24/2021 21:58:51,13.06,66.20,6.91,,
396,04/24/2021 22:03:51,13.08,65.57,6.79,,
397,04/24/2021 22:08:51,13.07,65.48,6.76,,
398,04/24/2021 22:13:51,13.03,65.60,6.75,,
399,04/24/2021 22:18:51,13.02,65.45,6.71,,
400,04/24/2021 22:23:51,12.94,65.96,6.75,,
401,04/24/2021 22:28:51,12.86,66.08,6.69,,
402,04/24/2021 22:33:51,12.80,65.70,6.56,,
403,04/24/2021 22:38:51,12.77,65.44,6.47,,
404,04/24/2021 22:43:51,12.74,65.25,6.40,,
405,04/24/2021 22:48:51,12.69,64.98,6.28,,
406,04/24/2021 22:53:51,12.63,65.00,6.24,,
407,04/24/2021 22:58:51,12.60,64.69,6.14,,
408,04/24/2021 23:03:51,12.61,61.71,5.47,,
409,04/24/2021 23:08:51,12.67,60.25,5.18,,
410,04/24/2021 23:13:51,12.66,59.25,4.93,,
411,04/24/2021 23:18:51,12.71,58.11,4.69,,
412,04/24/2021 23:23:51,12.75,57.88,4.68,,
413,04/24/2021 23:28:51,12.70,58.37,4.75,,
414,04/24/2021 23:33:51,12.73,58.46,4.80,,
415,04/24/2021 23:38:51,12.73,57.79,4.64,,
416,04/24/2021 23:43:51,12.73,57.11,4.47,,
417,04/24/2021 23:48:51,12.65,57.90,4.59,,
418,04/24/2021 23:53:51,12.62,58.53,4.72,,
419,04/24/2021 23:58:51,12.59,58.71,4.73,,
420,04/25/2021 00:03:51,12.60,58.74,4.75,,
421,04/25/2021 00:08:51,12.51,59.30,4.80,,
422,04/25/2021 00:13:51,12.47,59.80,4.88,,
423,04/25/2021 00:18:51,12.42,59.77,4.83,,
424,04/25/2021 00:23:51,12.36,59.63,4.74,,
425,04/25/2021 00:28:51,12.31,58.88,4.51,,
426,04/25/2021 00:33:51,12.33,58.89,4.53,,
427,04/25/2021 00:38:51,12.26,58.94,4.47,,
428,04/25/2021 00:43:51,12.21,58.77,4.39,,
429,04/25/2021 00:48:51,12.04,58.80,4.24,,
430,04/25/2021 00:53:51,12.02,58.78,4.21,,
431,04/25/2021 00:58:51,11.85,58.87,4.07,,
432,04/25/2021 01:03:51,11.75,59.12,4.04,,
433,04/25/2021 01:08:51,11.66,59.34,4.01,,
434,04/25/2021 01:13:51,11.54,61.23,4.34,,
435,04/25/2021 01:18:51,11.31,62.09,4.33,,
436,04/25/2021 01:23:51,11.09,63.01,4.32,,
437,04/25/2021 01:28:51,10.93,64.24,4.45,,
438,04/25/2021 01:33:51,10.66,65.93,4.56,,
439,04/25/2021 01:38:51,10.55,68.30,4.97,,
440,04/25/2021 01:43:51,10.45,68.54,4.93,,
441,04/25/2021 01:48:51,10.36,69.53,5.04,,
442,04/25/2021 01:53:51,10.34,70.39,5.19,,
443,04/25/2021 01:58:51,10.28,70.86,5.24,,
444,04/25/2021 02:03:51,10.34,71.35,5.39,,
445,04/25/2021 02:08:51,10.41,72.08,5.61,,
446,04/25/2021 02:13:51,10.50,72.04,5.68,,
447,04/25/2021 02:18:51,10.55,72.39,5.80,,
448,04/25/2021 02:23:51,10.52,72.23,5.74,,
449,04/25/2021 02:28:51,10.50,72.57,5.79,,
450,04/25/2021 02:33:51,10.50,72.39,5.75,,
451,04/25/2021 02:38:51,10.54,72.10,5.74,,
452,04/25/2021 02:43:51,10.56,71.70,5.68,,
453,04/25/2021 02:48:51,10.55,71.88,5.70,,
454,04/25/2021 02:53:51,10.50,72.56,5.79,,
455,04/25/2021 02:58:51,10.49,73.04,5.87,,
456,04/25/2021 03:03:51,10.45,73.75,5.98,,
457,04/25/2021 03:08:51,10.39,74.53,6.07,,
458,04/25/2021 03:13:51,10.34,74.98,6.10,,
459,04/25/2021 03:18:51,10.28,75.04,6.07,,
460,04/25/2021 03:23:51,10.21,75.16,6.02,,
461,04/25/2021 03:28:51,10.20,74.95,5.97,,
462,04/25/2021 03:33:51,10.15,75.45,6.02,,
463,04/25/2021 03:38:51,10.07,76.17,6.08,,
464,04/25/2021 03:43:51,10.12,75.88,6.07,,
465,04/25/2021 03:48:51,10.08,76.17,6.08,,
466,04/25/2021 03:53:51,10.11,76.48,6.18,,
467,04/25/2021 03:58:51,10.15,76.17,6.16,,
468,04/25/2021 04:03:51,10.07,76.25,6.09,,
469,04/25/2021 04:08:51,10.04,76.19,6.05,,
470,04/25/2021 04:13:51,9.99,75.93,5.96,,
471,04/25/2021 04:18:51,9.98,75.53,5.87,,
472,04/25/2021 04:23:51,10.01,74.28,5.66,,
473,04/25/2021 04:28:51,10.07,73.80,5.62,,
474,04/25/2021 04:33:51,10.07,74.45,5.74,,
475,04/25/2021 04:38:51,10.19,74.68,5.90,,
476,04/25/2021 04:43:51,10.21,74.27,5.84,,
477,04/25/2021 04:48:51,10.20,74.67,5.91,,
478,04/25/2021 04:53:51,10.16,74.70,5.89,,
