#,Date-Time (PST),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Host Connected,End of File
90,06/10/2021 21:18:00,17.46,41.83,4.37,,
91,06/10/2021 21:23:00,17.46,42.99,4.76,,
92,06/10/2021 21:28:00,17.39,43.58,4.89,,
93,06/10/2021 21:33:00,17.30,41.91,4.25,,
94,06/10/2021 21:38:00,17.25,42.13,4.29,,
95,06/10/2021 21:43:00,17.24,43.88,4.86,,
96,06/10/2021 21:48:00,17.11,43.08,4.48,,
97,06/10/2021 21:53:00,16.95,42.89,4.27,,
98,06/10/2021 21:58:00,16.89,42.00,3.91,,
99,06/10/2021 22:03:00,16.94,43.88,4.58,,
100,06/10/2021 22:08:00,16.81,42.54,4.03,,
101,06/10/2021 22:13:00,16.75,42.45,3.94,,
102,06/10/2021 22:18:00,16.76,43.90,4.43,,
103,06/10/2021 22:23:00,16.75,42.83,4.06,,
104,06/10/2021 22:28:00,16.63,43.61,4.22,,
105,06/10/2021 22:33:00,16.60,43.47,4.14,,
106,06/10/2021 22:38:00,16.62,43.46,4.15,,
107,06/10/2021 22:43:00,16.52,45.06,4.58,,
108,06/10/2021 22:48:00,16.47,43.87,4.15,,
109,06/10/2021 22:53:00,16.36,43.96,4.09,,
110,06/10/2021 22:58:00,16.39,44.24,4.19,,
111,06/10/2021 23:03:00,16.42,44.29,4.24,,
112,06/10/2021 23:08:00,16.34,45.02,4.41,,
113,06/10/2021 23:13:00,16.24,45.65,4.50,,
114,06/10/2021 23:18:00,16.13,45.74,4.44,,
115,06/10/2021 23:23:00,16.05,44.77,4.06,,
116,06/10/2021 23:28:00,16.02,46.06,4.44,,
117,06/10/2021 23:33:00,15.95,47.02,4.66,,
118,06/10/2021 23:38:00,15.81,46.81,4.47,,
119,06/10/2021 23:43:00,15.61,47.99,4.65,,
120,06/10/2021 23:48:00,15.40,49.11,4.79,,
121,06/10/2021 23:53:00,15.24,50.23,4.96,,
122,06/10/2021 23:58:00,15.13,49.09,4.53,,
123,06/11/2021 00:03:00,15.08,50.19,4.80,,
124,06/11/2021 00:08:00,15.04,51.01,5.00,,
125,06/11/2021 00:13:00,14.89,52.80,5.36,,
126,06/11/2021 00:18:00,14.73,53.08,5.29,,
127,06/11/2021 00:23:00,14.65,51.52,4.78,,
128,06/11/2021 00:28:00,14.63,52.69,5.08,,
129,06/11/2021 00:33:00,14.38,59.08,6.51,,
130,06/11/2021 00:38:00,14.12,54.93,5.21,,
131,06/11/2021 00:43:00,13.94,57.63,5.73,,
132,06/11/2021 00:48:00,13.75,56.94,5.38,,
133,06/11/2021 00:53:00,13.58,59.15,5.77,,
134,06/11/2021 00:58:00,13.44,63.42,6.64,,
135,06/11/2021 01:03:00,13.16,59.56,5.47,,
136,06/11/2021 01:08:00,12.95,58.22,4.95,,
137,06/11/2021 01:13:00,12.90,61.03,5.58,,
138,06/11/2021 01:18:00,12.79,58.71,4.92,,
139,06/11/2021 01:23:00,12.61,60.41,5.16,,
140,06/11/2021 01:28:00,12.45,59.72,4.84,,
141,06/11/2021 01:33:00,12.21,61.57,5.06,,
142,06/11/2021 01:38:00,12.13,62.35,5.16,,
143,06/11/2021 01:43:00,11.99,62.26,5.01,,
144,06/11/2021 01:48:00,11.86,62.83,5.02,,
145,06/11/2021 01:53:00,11.81,64.58,5.36,,
146,06/11/2021 01:58:00,11.73,64.75,5.33,,
147,06/11/2021 02:03:00,11.64,65.27,5.36,,
148,06/11/2021 02:08:00,11.60,66.03,5.49,,
149,06/11/2021 02:13:00,11.57,67.92,5.86,,
150,06/11/2021 02:18:00,11.51,65.79,5.34,,
151,06/11/2021 02:23:00,11.51,66.25,5.44,,
152,06/11/2021 02:28:00,11.49,68.20,5.85,,
153,06/11/2021 02:33:00,11.47,69.99,6.20,,
154,06/11/2021 02:38:00,11.46,67.73,5.72,,
155,06/11/2021 02:43:00,11.42,68.43,5.83,,
156,06/11/2021 02:48:00,11.42,68.50,5.84,,
157,06/11/2021 02:53:00,11.33,71.01,6.28,,
158,06/11/2021 02:58:00,11.26,72.21,6.45,,
159,06/11/2021 03:03:00,11.26,71.19,6.24,,
160,06/11/2021 03:08:00,11.20,73.00,6.56,,
161,06/11/2021 03:13:00,11.14,71.78,6.25,,
162,06/11/2021 03:18:00,11.04,68.43,5.47,,
163,06/11/2021 03:23:00,10.99,71.88,6.13,,
164,06/11/2021 03:28:00,10.90,72.84,6.23,,
165,06/11/2021 03:33:00,10.84,72.81,6.17,,
166,06/11/2021 03:38:00,10.72,72.31,5.95,,
167,06/11/2021 03:43:00,10.72,75.04,6.49,,
168,06/11/2021 03:48:00,10.69,75.24,6.50,,
169,06/11/2021 03:53:00,10.67,73.63,6.16,,
170,06/11/2021 03:58:00,10.69,76.16,6.67,,
171,06/11/2021 04:03:00,10.63,73.07,6.01,,
172,06/11/2021 04:08:00,10.52,73.31,5.96,,
173,06/11/2021 04:13:00,10.44,74.63,6.14,,
174,06/11/2021 04:18:00,10.37,74.24,5.99,,
175,06/11/2021 04:23:00,10.20,74.34,5.85,,
176,06/11/2021 04:28:00,10.11,74.22,5.74,,
177,06/11/2021 04:33:00,10.08,76.60,6.17,,
178,06/11/2021 04:38:00,9.98,73.30,5.44,,
179,06/11/2021 04:43:00,11.04,59.61,3.49,,
180,06/11/2021 04:48:00,12.11,56.80,3.81,,
181,06/11/2021 04:53:00,12.55,55.34,3.85,,
182,06/11/2021 04:58:00,12.65,52.45,3.19,,
183,06/11/2021 05:03:00,12.99,48.58,2.41,,
184,06/11/2021 05:08:00,13.15,48.22,2.46,,
185,06/11/2021 05:13:00,13.19,48.16,2.48,,
186,06/11/2021 05:18:00,13.21,47.51,2.31,,
187,06/11/2021 05:23:00,13.23,48.77,2.70,,
188,06/11/2021 05:28:00,13.09,49.51,2.78,,
189,06/11/2021 05:33:00,12.60,58.50,4.69,,
190,06/11/2021 05:38:00,11.96,62.82,5.10,,
191,06/11/2021 05:43:00,11.54,64.22,5.02,,
192,06/11/2021 05:48:00,11.10,65.23,4.83,,
193,06/11/2021 05:53:00,10.86,66.84,4.96,,
194,06/11/2021 05:58:00,10.66,68.59,5.13,,
195,06/11/2021 06:03:00,10.52,69.56,5.20,,
196,06/11/2021 06:08:00,10.38,71.08,5.38,,
197,06/11/2021 06:13:00,10.34,74.62,6.04,,
198,06/11/2021 06:18:00,10.37,74.92,6.13,,
199,06/11/2021 06:23:00,10.34,74.33,5.98,,
200,06/11/2021 06:28:00,10.44,73.56,5.93,,
201,06/11/2021 06:33:00,10.50,74.44,6.16,,
202,06/11/2021 06:38:00,10.62,73.18,6.02,,
203,06/11/2021 06:43:00,10.82,74.90,6.56,,
204,06/11/2021 06:48:00,11.03,72.08,6.21,,
205,06/11/2021 06:53:00,11.43,67.90,5.72,,
206,06/11/2021 06:58:00,11.87,68.08,6.18,,
207,06/11/2021 07:03:00,12.36,68.87,6.82,,
208,06/11/2021 07:08:00,12.59,67.61,6.77,,
209,06/11/2021 07:13:00,13.03,61.22,5.75,,
210,06/11/2021 07:18:00,13.55,68.52,7.89,,
211,06/11/2021 07:23:00,14.34,69.87,8.93,,
212,06/11/2021 07:28:00,15.10,59.27,7.23,,
213,06/11/2021 07:33:00,16.89,59.40,8.94,,
214,06/11/2021 07:38:00,18.40,52.64,8.57,,
215,06/11/2021 07:43:00,18.11,47.23,6.71,,
216,06/11/2021 07:48:00,17.68,44.29,5.39,,
217,06/11/2021 07:53:00,17.64,49.71,7.02,,
218,06/11/2021 07:58:00,17.87,50.96,7.59,,
219,06/11/2021 08:03:00,17.87,50.98,7.60,,
220,06/11/2021 08:08:00,17.94,45.79,6.10,,
221,06/11/2021 08:13:00,18.04,44.47,5.77,,
222,06/11/2021 08:18:00,18.00,42.74,5.17,,
223,06/11/2021 08:23:00,18.17,42.41,5.20,,
224,06/11/2021 08:28:00,18.35,41.72,5.13,,
225,06/11/2021 08:33:00,18.49,37.13,3.59,,
226,06/11/2021 08:38:00,18.57,37.00,3.62,,
227,06/11/2021 08:43:00,18.69,36.63,3.58,,
228,06/11/2021 08:48:00,18.91,33.17,2.37,,
229,06/11/2021 08:53:00,19.10,32.53,2.27,,
230,06/11/2021 08:58:00,19.27,42.12,6.10,,
231,06/11/2021 09:03:00,19.31,43.88,6.73,,
232,06/11/2021 09:08:00,19.55,41.61,6.17,,
233,06/11/2021 09:13:00,19.68,40.65,5.95,,
234,06/11/2021 09:18:00,19.89,33.37,3.32,,
235,06/11/2021 09:23:00,20.14,38.49,5.58,,
236,06/11/2021 09:28:00,20.16,34.76,4.13,,
237,06/11/2021 09:33:00,20.29,36.83,5.08,,
238,06/11/2021 09:38:00,20.41,35.29,4.57,,
239,06/11/2021 09:43:00,20.62,34.64,4.49,,
240,06/11/2021 09:48:00,20.74,35.39,4.90,,
241,06/11/2021 09:53:00,20.92,31.73,3.50,,
242,06/11/2021 09:58:00,21.10,29.84,2.79,,
243,06/11/2021 10:03:00,21.02,32.22,3.81,,
244,06/11/2021 10:08:00,21.27,30.32,3.16,,
245,06/11/2021 10:13:00,21.22,26.12,1.03,,
246,06/11/2021 10:18:00,21.42,28.79,2.56,,
247,06/11/2021 10:23:00,21.55,26.86,1.71,,
248,06/11/2021 10:28:00,21.66,31.21,3.91,,
249,06/11/2021 10:33:00,21.65,27.37,2.05,,
250,06/11/2021 10:38:00,21.84,29.48,3.26,,
251,06/11/2021 10:43:00,22.04,31.47,4.36,,
252,06/11/2021 10:48:00,22.10,27.40,2.45,,
253,06/11/2021 10:53:00,22.28,30.20,3.98,,
254,06/11/2021 10:58:00,22.32,28.74,3.31,,
255,06/11/2021 11:03:00,22.42,31.64,4.77,,
256,06/11/2021 11:08:00,22.58,27.02,2.67,,
257,06/11/2021 11:13:00,22.65,27.59,3.02,,
258,06/11/2021 11:18:00,22.60,31.41,4.82,,
259,06/11/2021 11:23:00,22.77,28.12,3.39,,
260,06/11/2021 11:28:00,22.92,28.96,3.94,,
261,06/11/2021 11:33:00,22.95,28.89,3.93,,
262,06/11/2021 11:38:00,23.17,31.86,5.52,,
263,06/11/2021 11:43:00,23.00,28.59,3.83,,
264,06/11/2021 11:48:00,23.10,30.48,4.82,,
265,06/11/2021 11:53:00,23.09,31.59,5.33,,
266,06/11/2021 11:58:00,23.25,29.68,4.57,,
267,06/11/2021 12:03:00,23.27,28.05,3.79,,
268,06/11/2021 12:08:00,23.32,25.88,2.69,,
269,06/11/2021 12:13:00,23.56,26.70,3.33,,
270,06/11/2021 12:18:00,23.69,26.79,3.49,,
271,06/11/2021 12:23:00,23.75,29.83,5.08,,
272,06/11/2021 12:28:00,23.95,25.78,3.17,,
273,06/11/2021 12:33:00,23.87,28.07,4.31,,
274,06/11/2021 12:38:00,23.94,25.35,2.92,,
275,06/11/2021 12:43:00,24.15,25.97,3.44,,
276,06/11/2021 12:48:00,24.14,28.35,4.68,,
277,06/11/2021 12:53:00,24.13,24.96,2.87,,
278,06/11/2021 12:58:00,24.21,28.20,4.67,,
279,06/11/2021 13:03:00,24.36,25.67,3.46,,
280,06/11/2021 13:08:00,24.27,26.97,4.08,,
281,06/11/2021 13:13:00,24.49,27.05,4.31,,
282,06/11/2021 13:18:00,24.51,30.38,6.00,,
283,06/11/2021 13:23:00,24.68,26.72,4.29,,
284,06/11/2021 13:28:00,24.86,28.36,5.30,,
285,06/11/2021 13:33:00,25.10,27.61,5.13,,
286,06/11/2021 13:38:00,25.21,25.95,4.33,,
287,06/11/2021 13:43:00,25.21,25.87,4.29,,
288,06/11/2021 13:48:00,25.29,25.81,4.32,,
289,06/11/2021 13:53:00,25.32,25.96,4.43,,
290,06/11/2021 13:58:00,25.36,26.05,4.52,,
291,06/11/2021 14:03:00,25.49,26.85,5.06,,
292,06/11/2021 14:08:00,25.45,27.63,5.43,,
293,06/11/2021 14:13:00,25.53,28.69,6.05,,
294,06/11/2021 14:18:00,25.76,28.93,6.36,,
295,06/11/2021 14:23:00,25.69,26.35,4.96,,
296,06/11/2021 14:28:00,25.80,28.54,6.21,,
297,06/11/2021 14:33:00,25.98,25.82,4.92,,
298,06/11/2021 14:38:00,26.01,27.41,5.79,,
299,06/11/2021 14:43:00,26.01,26.67,5.40,,
300,06/11/2021 14:48:00,25.95,29.18,6.65,,
301,06/11/2021 14:53:00,25.84,28.47,6.20,,
302,06/11/2021 14:58:00,25.81,28.84,6.37,,
303,06/11/2021 15:03:00,25.86,30.60,7.26,,
304,06/11/2021 15:08:00,25.86,29.06,6.51,,
305,06/11/2021 15:13:00,25.82,28.74,6.33,,
306,06/11/2021 15:18:00,25.78,34.84,9.11,,
307,06/11/2021 15:23:00,25.87,32.33,8.08,,
308,06/11/2021 15:28:00,25.93,32.97,8.43,,
309,06/11/2021 15:33:00,25.98,35.31,9.49,,
310,06/11/2021 15:38:00,26.10,35.27,9.58,,
311,06/11/2021 15:43:00,26.03,36.15,9.88,,
312,06/11/2021 15:48:00,26.06,36.42,10.02,,
313,06/11/2021 15:53:00,26.05,35.30,9.54,,
314,06/11/2021 15:58:00,26.10,35.75,9.78,,
315,06/11/2021 16:03:00,26.15,36.72,10.21,,
316,06/11/2021 16:08:00,26.01,34.86,9.32,,
317,06/11/2021 16:13:00,26.06,33.25,8.66,,
318,06/11/2021 16:18:00,26.09,35.79,9.79,,
319,06/11/2021 16:23:00,26.02,35.17,9.46,,
320,06/11/2021 16:28:00,26.06,36.39,10.01,,
321,06/11/2021 16:33:00,26.15,35.18,9.58,,
322,06/11/2021 16:38:00,26.38,33.89,9.23,,
323,06/11/2021 16:43:00,26.61,35.65,10.18,,
324,06/11/2021 16:48:00,26.81,35.03,10.10,,
325,06/11/2021 16:53:00,27.11,33.82,9.84,,
326,06/11/2021 16:58:00,27.20,31.88,9.03,,
327,06/11/2021 17:03:00,27.38,31.12,8.83,,
328,06/11/2021 17:08:00,27.59,30.84,8.88,,
329,06/11/2021 17:13:00,27.76,31.68,9.43,,
330,06/11/2021 17:18:00,28.02,35.63,11.42,,
331,06/11/2021 17:23:00,28.15,30.56,9.23,,
332,06/11/2021 17:28:00,28.26,30.99,9.53,,
333,06/11/2021 17:33:00,28.26,32.92,10.43,,
334,06/11/2021 17:38:00,28.05,32.80,10.20,,
335,06/11/2021 17:43:00,27.84,31.07,9.20,,
336,06/11/2021 17:48:00,27.83,31.80,9.54,,
337,06/11/2021 17:53:00,27.67,32.32,9.64,,
338,06/11/2021 17:58:00,26.91,33.27,9.41,,
339,06/11/2021 18:03:00,26.28,35.30,9.75,,
340,06/11/2021 18:08:00,25.88,35.22,9.36,,
341,06/11/2021 18:13:00,25.52,35.97,9.36,,
342,06/11/2021 18:18:00,25.36,36.83,9.57,,
343,06/11/2021 18:23:00,25.31,36.65,9.45,,
344,06/11/2021 18:28:00,24.83,37.83,9.49,,
345,06/11/2021 18:33:00,24.21,38.84,9.34,,
346,06/11/2021 18:38:00,23.85,40.42,9.61,,
347,06/11/2021 18:43:00,23.68,38.96,8.91,,
348,06/11/2021 18:48:00,23.53,39.47,8.97,,
349,06/11/2021 18:53:00,23.55,39.49,8.99,,
350,06/11/2021 18:58:00,23.50,39.10,8.80,,
351,06/11/2021 19:03:00,23.45,39.83,9.03,,
352,06/11/2021 19:08:00,23.31,39.16,8.66,,
353,06/11/2021 19:13:00,23.18,40.63,9.09,,
354,06/11/2021 19:18:00,23.02,39.97,8.70,,
355,06/11/2021 19:23:00,22.87,41.50,9.12,,
356,06/11/2021 19:28:00,22.77,40.77,8.76,,
357,06/11/2021 19:33:00,22.58,42.72,9.29,,
358,06/11/2021 19:38:00,22.48,43.94,9.62,,
359,06/11/2021 19:43:00,22.37,42.96,9.18,,
360,06/11/2021 19:48:00,22.36,42.88,9.15,,
361,06/11/2021 19:53:00,22.25,43.58,9.29,,
362,06/11/2021 19:58:00,22.14,43.56,9.19,,
363,06/11/2021 20:03:00,22.01,43.15,8.92,,
364,06/11/2021 20:08:00,21.87,43.48,8.91,,
365,06/11/2021 20:13:00,21.67,43.64,8.79,,
366,06/11/2021 20:18:00,21.51,44.18,8.83,,
367,06/11/2021 20:23:00,21.35,44.09,8.65,,
368,06/11/2021 20:28:00,21.15,44.81,8.70,,
369,06/11/2021 20:33:00,20.96,45.13,8.64,,
370,06/11/2021 20:38:00,20.85,45.86,8.77,,
371,06/11/2021 20:43:00,20.69,45.67,8.57,,
372,06/11/2021 20:48:00,20.68,45.71,8.57,,
373,06/11/2021 20:53:00,20.70,45.62,8.56,,
374,06/11/2021 20:58:00,20.60,46.54,8.76,,
375,06/11/2021 21:03:00,20.44,45.84,8.40,,
376,06/11/2021 21:08:00,20.43,45.72,8.35,,
377,06/11/2021 21:13:00,20.45,46.47,8.61,,
378,06/11/2021 21:18:00,20.36,46.18,8.43,,
379,06/11/2021 21:23:00,20.29,47.08,8.65,,
380,06/11/2021 21:28:00,20.25,48.71,9.12,,
381,06/11/2021 21:33:00,20.20,47.76,8.79,,
382,06/11/2021 21:38:00,20.19,47.55,8.71,,
383,06/11/2021 21:43:00,20.14,49.07,9.13,,
384,06/11/2021 21:48:00,20.05,49.91,9.30,,
385,06/11/2021 21:53:00,19.95,52.38,9.92,,
386,06/11/2021 21:58:00,19.79,52.56,9.82,,
387,06/11/2021 22:03:00,19.77,51.52,9.52,,
388,06/11/2021 22:08:00,19.87,50.49,9.31,,
389,06/11/2021 22:13:00,19.94,50.70,9.42,,
390,06/11/2021 22:18:00,19.89,50.95,9.46,,
391,06/11/2021 22:23:00,19.88,51.27,9.54,,
392,06/11/2021 22:28:00,19.80,53.12,9.99,,
393,06/11/2021 22:33:00,19.74,52.44,9.75,,
394,06/11/2021 22:38:00,19.75,52.48,9.77,,
395,06/11/2021 22:43:00,19.69,52.33,9.67,,
396,06/11/2021 22:48:00,19.66,52.70,9.74,,
397,06/11/2021 22:53:00,19.68,52.95,9.83,,
398,06/11/2021 22:58:00,19.62,53.54,9.95,,
399,06/11/2021 23:03:00,19.63,53.72,10.01,,
400,06/11/2021 23:08:00,19.68,54.75,10.34,,
401,06/11/2021 23:13:00,19.67,54.62,10.29,,
402,06/11/2021 23:18:00,19.61,55.10,10.37,,
403,06/11/2021 23:23:00,19.59,54.91,10.30,,
404,06/11/2021 23:28:00,19.56,54.99,10.29,,
405,06/11/2021 23:33:00,19.58,55.95,10.57,,
406,06/11/2021 23:38:00,19.48,55.68,10.41,,
407,06/11/2021 23:43:00,19.52,56.26,10.59,,
408,06/11/2021 23:48:00,19.57,56.23,10.64,,
409,06/11/2021 23:53:00,19.60,56.42,10.72,,
410,06/11/2021 23:58:00,19.53,57.36,10.90,,
411,06/12/2021 00:03:00,19.52,57.95,11.04,,
412,06/12/2021 00:08:00,19.52,59.52,11.44,,
413,06/12/2021 00:13:00,19.41,59.48,11.33,,
414,06/12/2021 00:18:00,19.38,59.91,11.41,,
415,06/12/2021 00:23:00,19.29,59.31,11.18,,
416,06/12/2021 00:28:00,19.21,59.82,11.23,,
417,06/12/2021 00:33:00,19.09,59.57,11.05,,
418,06/12/2021 00:38:00,19.00,60.01,11.08,,
419,06/12/2021 00:43:00,18.89,60.74,11.16,,
420,06/12/2021 00:48:00,18.80,61.04,11.15,,
421,06/12/2021 00:53:00,18.77,60.83,11.06,,
422,06/12/2021 00:58:00,18.78,61.20,11.17,,
423,06/12/2021 01:03:00,18.71,62.08,11.32,,
424,06/12/2021 01:08:00,18.69,61.92,11.26,,
425,06/12/2021 01:13:00,18.70,61.60,11.19,,
426,06/12/2021 01:18:00,18.73,62.60,11.47,,
427,06/12/2021 01:23:00,18.70,62.93,11.52,,
428,06/12/2021 01:28:00,18.57,62.83,11.37,,
429,06/12/2021 01:33:00,18.52,63.31,11.43,,
430,06/12/2021 01:38:00,18.49,63.77,11.51,,
431,06/12/2021 01:43:00,18.47,64.09,11.57,,
432,06/12/2021 01:48:00,18.42,64.34,11.59,,
433,06/12/2021 01:53:00,18.36,64.04,11.46,,
434,06/12/2021 01:58:00,18.28,64.31,11.45,,
435,06/12/2021 02:03:00,18.18,64.79,11.46,,
436,06/12/2021 02:08:00,18.15,65.23,11.54,,
437,06/12/2021 02:13:00,18.15,65.83,11.68,,
438,06/12/2021 02:18:00,18.09,65.37,11.51,,
439,06/12/2021 02:23:00,18.05,65.41,11.48,,
440,06/12/2021 02:28:00,17.97,65.71,11.48,,
441,06/12/2021 02:33:00,17.93,66.29,11.57,,
442,06/12/2021 02:38:00,17.82,66.69,11.56,,
443,06/12/2021 02:43:00,17.81,67.33,11.69,,
444,06/12/2021 02:48:00,17.73,67.21,11.59,,
445,06/12/2021 02:53:00,17.79,66.99,11.60,,
446,06/12/2021 02:58:00,17.77,67.53,11.70,,
447,06/12/2021 03:03:00,17.78,67.19,11.63,,
448,06/12/2021 03:08:00,17.77,67.40,11.67,,
449,06/12/2021 03:13:00,17.72,68.20,11.80,,
450,06/12/2021 03:18:00,17.65,68.19,11.73,,
451,06/12/2021 03:23:00,17.69,68.59,11.86,,
452,06/12/2021 03:28:00,17.75,68.36,11.86,,
453,06/12/2021 03:33:00,17.78,68.46,11.92,,
454,06/12/2021 03:38:00,17.77,68.41,11.89,,
455,06/12/2021 03:43:00,17.70,68.52,11.86,,
456,06/12/2021 03:48:00,17.63,69.31,11.96,,
457,06/12/2021 03:53:00,17.58,69.14,11.87,,
458,06/12/2021 03:58:00,17.50,69.35,11.84,,
459,06/12/2021 04:03:00,17.43,69.91,11.90,,
460,06/12/2021 04:08:00,17.33,70.03,11.83,,
461,06/12/2021 04:13:00,17.24,70.48,11.84,,
462,06/12/2021 04:18:00,17.19,70.73,11.84,,
463,06/12/2021 04:23:00,17.17,70.67,11.81,,
464,06/12/2021 04:28:00,17.16,70.85,11.84,,
465,06/12/2021 04:33:00,17.24,71.04,11.96,,
466,06/12/2021 04:38:00,17.18,70.78,11.85,,
467,06/12/2021 04:43:00,17.13,71.39,11.93,,
468,06/12/2021 04:48:00,16.99,71.67,11.85,,
469,06/12/2021 04:53:00,16.94,72.65,12.02,,
470,06/12/2021 04:58:00,16.86,72.69,11.94,,
471,06/12/2021 05:03:00,16.72,73.05,11.88,,
472,06/12/2021 05:08:00,16.61,75.68,12.32,,
473,06/12/2021 05:13:00,16.45,75.11,12.05,,
474,06/12/2021 05:18:00,16.37,74.82,11.91,,
475,06/12/2021 05:23:00,16.29,75.27,11.92,,
476,06/12/2021 05:28:00,16.16,75.29,11.80,,
477,06/12/2021 05:33:00,16.03,77.36,12.09,,
478,06/12/2021 05:38:00,15.92,78.45,12.20,,
